segment,n_listings,R2_log,R2_price,MAE_USD,RMSE_USD,Median_APE
short_stay,4008,0.7140099681360661,0.528438528686658,102.80685520045786,248.07942801865957,0.19169887815702924
monthly,5744,0.7769402216941228,0.5321996417645272,39.91838562155113,102.5992106788364,0.15193441426995655
