listing_id,listing_name,listing_url,borough,neighborhood,room_type,property_type,host_tier,market_segment,actual_price_usd,predicted_fair_price_usd,predicted_price_q10,predicted_price_q90,interval_width_pct,direction_confidence,confidence_score,confidence_level,residual_usd,residual_pct_of_fair,pricing_signal
136493,Historical space with exceptional light & art,https://www.airbnb.com/rooms/136493,Brooklyn,Park Slope,Private room,Private room in townhouse,Individual,short_stay,432.0,653.32,295.06,877.68,0.8894,Uncertain (within plausible range),39.6,Medium,-221.32,-0.3388,Below model benchmark (review price)
12937,"1 Stop to Midtown! Private Bedroom, Landmark House",https://www.airbnb.com/rooms/12937,Queens,Long Island City,Private room,Private room in townhouse,Individual,short_stay,359.67,232.34,157.23,308.35,0.6649,Confident: lower price,80.5,Medium,127.33,0.5481,Above model benchmark (review price)
16580,"Sunny, Modern room in East Village w City Views",https://www.airbnb.com/rooms/16580,Manhattan,East Village,Private room,Private room in condo,Small-Multi,short_stay,194.0,189.83,138.51,267.02,0.6951,Uncertain (within plausible range),76.0,Medium,4.17,0.0219,Within 10% of model benchmark
16821,Charming Room in Amazing East Village Apt. (B),https://www.airbnb.com/rooms/16821,Manhattan,East Village,Private room,Private room in rental unit,Small-Multi,short_stay,214.54,210.79,154.61,304.67,0.7279,Uncertain (within plausible range),69.6,Medium,3.75,0.0178,Within 10% of model benchmark
279857,"Gordy’s Place for Large Groups 8Rms, 5Bth, 24+beds",https://www.airbnb.com/rooms/279857,Brooklyn,Bedford-Stuyvesant,Entire home/apt,Entire home,Individual,short_stay,2593.0,1020.87,466.27,1451.19,0.9443,Confident: lower price,31.4,Medium,1572.13,1.54,Above model benchmark (review price)
150804,Colorful 2+ Bedroom Apt. on NYC's Lower East Side,https://www.airbnb.com/rooms/150804,Manhattan,Lower East Side,Private room,Private room in rental unit,Individual,short_stay,533.5,448.57,292.87,971.58,1.4478,Uncertain (within plausible range),1.6,Low,84.93,0.1893,Above model benchmark (review price)
151199,Astoria/LIC  Private Home located near train,https://www.airbnb.com/rooms/151199,Queens,Astoria,Entire home/apt,Entire home,Individual,short_stay,342.5,321.39,211.41,451.64,0.7346,Uncertain (within plausible range),68.4,Medium,21.11,0.0657,Within 10% of model benchmark
152263,Cozy private room and bathroom in a Brownstone,https://www.airbnb.com/rooms/152263,Manhattan,Harlem,Private room,Private room in guest suite,Small-Multi,short_stay,320.0,239.38,181.11,348.11,0.7145,Uncertain (within plausible range),72.5,Medium,80.62,0.3368,Above model benchmark (review price)
294242,Loft Suite,https://www.airbnb.com/rooms/294242,Brooklyn,Greenpoint,Entire home/apt,Entire rental unit,Enterprise,short_stay,752.04,553.51,315.86,733.54,0.8341,Confident: lower price,50.1,Medium,198.53,0.3587,Above model benchmark (review price)
294259,Loft Suite,https://www.airbnb.com/rooms/294259,Brooklyn,Greenpoint,Entire home/apt,Entire rental unit,Enterprise,short_stay,752.04,504.95,322.72,649.47,0.751,Confident: lower price,65.5,Medium,247.09,0.4893,Above model benchmark (review price)
294263,Loft Suite,https://www.airbnb.com/rooms/294263,Brooklyn,Greenpoint,Entire home/apt,Entire rental unit,Enterprise,short_stay,536.0,586.35,348.27,677.86,0.6854,Uncertain (within plausible range),77.6,Medium,-50.35,-0.0859,Within 10% of model benchmark
170761,"Fort Greene, Brooklyn: Front Bedroom",https://www.airbnb.com/rooms/170761,Brooklyn,Fort Greene,Private room,Private room in rental unit,Small-Multi,short_stay,212.0,199.16,129.84,299.04,0.8536,Uncertain (within plausible range),46.2,Medium,12.84,0.0645,Within 10% of model benchmark
25696,Hague House,https://www.airbnb.com/rooms/25696,Manhattan,Harlem,Private room,Private room in condo,Individual,short_stay,256.76,208.77,125.27,317.31,0.9198,Uncertain (within plausible range),34.8,Medium,47.99,0.2299,Above model benchmark (review price)
189135,Hell's Kitchen Funky 80s Hideaway!,https://www.airbnb.com/rooms/189135,Manhattan,Hell's Kitchen,Private room,Private room in rental unit,Individual,short_stay,217.0,275.36,185.7,442.19,0.9301,Uncertain (within plausible range),33.6,Medium,-58.36,-0.212,Below model benchmark (review price)
29628,"Comfortable, Sunny Room",https://www.airbnb.com/rooms/29628,Brooklyn,Clinton Hill,Private room,Private room in condo,Individual,short_stay,272.5,184.71,126.4,325.59,1.0687,Uncertain (within plausible range),15.6,Low,87.79,0.4753,Above model benchmark (review price)
31994,Room with En Suite Bathroom & Deck,https://www.airbnb.com/rooms/31994,Brooklyn,Clinton Hill,Private room,Private room in rental unit,Small-Multi,short_stay,165.47,158.06,99.79,248.11,0.9369,Uncertain (within plausible range),32.7,Medium,7.41,0.0469,Within 10% of model benchmark
191610,Presence Guest Room - Chelsea NYC,https://www.airbnb.com/rooms/191610,Manhattan,Chelsea,Private room,Private room in townhouse,Individual,short_stay,246.5,251.13,164.72,395.29,0.9183,Uncertain (within plausible range),35.2,Medium,-4.63,-0.0184,Within 10% of model benchmark
310524,Clinton Hill Duplex near Pratt w/Huge Patio!,https://www.airbnb.com/rooms/310524,Brooklyn,Bedford-Stuyvesant,Private room,Private room in condo,Individual,short_stay,217.0,217.18,149.12,336.75,0.8627,Uncertain (within plausible range),44.5,Medium,-0.18,-0.0008,Within 10% of model benchmark
39282,Cozy “Indie Rock”Room in the Heart of Williamsburg,https://www.airbnb.com/rooms/39282,Brooklyn,Williamsburg,Private room,Private room in rental unit,Small-Multi,short_stay,253.75,209.65,123.07,286.28,0.787,Uncertain (within plausible range),58.7,Medium,44.1,0.2104,Above model benchmark (review price)
343276,Large Private Midtown Room!,https://www.airbnb.com/rooms/343276,Manhattan,Hell's Kitchen,Private room,Private room in rental unit,Individual,short_stay,200.0,335.67,212.12,440.17,0.7058,Confident: raise price,73.9,Medium,-135.67,-0.4042,Below model benchmark (review price)
213330,Master Bedroom - Unbelievably RARE Penthouse Oasis,https://www.airbnb.com/rooms/213330,Manhattan,Chinatown,Private room,Private room in rental unit,Individual,short_stay,296.0,263.51,161.88,507.68,1.2691,Uncertain (within plausible range),4.6,Low,32.49,0.1233,Above model benchmark (review price)
373618,"Designer’s loft, roof deck best W’burg",https://www.airbnb.com/rooms/373618,Brooklyn,Williamsburg,Private room,Private room in loft,Small-Multi,short_stay,413.0,281.06,175.86,511.6,1.1769,Uncertain (within plausible range),8.1,Low,131.94,0.4695,Above model benchmark (review price)
46911,Large Room pr/h Br/St in Park Slope,https://www.airbnb.com/rooms/46911,Brooklyn,Park Slope,Private room,Private room in home,Small-Multi,short_stay,102.24,237.17,143.34,346.49,0.8602,Confident: raise price,44.9,Medium,-134.93,-0.5689,Below model benchmark (review price)
52689,"Private, sunny two-bedroom near subway & shops",https://www.airbnb.com/rooms/52689,Queens,Ditmars Steinway,Private room,Private room in townhouse,Individual,short_stay,291.0,291.98,158.87,439.36,0.9528,Uncertain (within plausible range),29.7,Medium,-0.98,-0.0034,Within 10% of model benchmark
232612,"Lovely pied-à-terre, in an historic building",https://www.airbnb.com/rooms/232612,Brooklyn,Bedford-Stuyvesant,Private room,Private room in townhouse,Individual,short_stay,181.26,219.61,126.39,286.16,0.7316,Uncertain (within plausible range),69.0,Medium,-38.35,-0.1746,Below model benchmark (review price)
54508,S/Rm Br/st  PSlope great for  Med/Stu,https://www.airbnb.com/rooms/54508,Brooklyn,Park Slope,Private room,Private room in guest suite,Small-Multi,short_stay,149.0,285.56,215.78,475.48,0.9098,Confident: raise price,36.8,Medium,-136.56,-0.4782,Below model benchmark (review price)
55959,Work From Our Home w/ Loft,https://www.airbnb.com/rooms/55959,Brooklyn,Williamsburg,Private room,Private room in rental unit,Small-Multi,short_stay,238.25,185.28,113.12,267.8,0.8398,Uncertain (within plausible range),49.1,Medium,52.97,0.2859,Above model benchmark (review price)
245574,Brooklyn Brownstone home share,https://www.airbnb.com/rooms/245574,Brooklyn,Bedford-Stuyvesant,Private room,Private room in townhouse,Individual,short_stay,354.0,242.53,135.13,316.78,0.7523,Confident: lower price,65.3,Medium,111.47,0.4596,Above model benchmark (review price)
431865,Elegant Uptown Historic District Garden Suite,https://www.airbnb.com/rooms/431865,Manhattan,Washington Heights,Entire home/apt,Entire guest suite,Individual,short_stay,480.75,345.88,280.34,446.44,0.5096,Confident: lower price,95.6,Medium,134.87,0.3899,Above model benchmark (review price)
253332,"Spacious, modern private suite in large apartment",https://www.airbnb.com/rooms/253332,Brooklyn,Sunset Park,Private room,Private room in condo,Individual,short_stay,279.67,207.12,119.9,300.08,0.8685,Uncertain (within plausible range),43.3,Medium,72.55,0.3503,Above model benchmark (review price)
253475,Loft Suite,https://www.airbnb.com/rooms/253475,Brooklyn,Greenpoint,Entire home/apt,Entire rental unit,Enterprise,short_stay,752.04,499.12,310.29,697.04,0.8498,Confident: lower price,47.0,Medium,252.92,0.5067,Above model benchmark (review price)
253800,Loft Suite,https://www.airbnb.com/rooms/253800,Brooklyn,Greenpoint,Entire home/apt,Entire rental unit,Enterprise,short_stay,752.04,584.08,365.95,722.33,0.7225,Confident: lower price,70.8,Medium,167.96,0.2876,Above model benchmark (review price)
253839,Loft w/ Terrace @ Box House Hotel,https://www.airbnb.com/rooms/253839,Brooklyn,Greenpoint,Private room,Room in boutique hotel,Enterprise,short_stay,479.0,601.92,301.08,732.78,0.7369,Uncertain (within plausible range),68.1,Medium,-122.92,-0.2042,Below model benchmark (review price)
253846,Superior @ Box House,https://www.airbnb.com/rooms/253846,Brooklyn,Greenpoint,Hotel room,Room in boutique hotel,Enterprise,short_stay,564.0,513.89,231.94,649.43,0.8236,Uncertain (within plausible range),51.7,Medium,50.11,0.0975,Within 10% of model benchmark
453094,Bedroom With Own Bathroom and Backyard,https://www.airbnb.com/rooms/453094,Brooklyn,Clinton Hill,Private room,Private room in rental unit,Small-Multi,short_stay,148.5,175.95,116.88,250.98,0.7717,Uncertain (within plausible range),61.9,Medium,-27.45,-0.156,Below model benchmark (review price)
255601,Cozy Modern 2 Bedroom Apartment 20 min from City,https://www.airbnb.com/rooms/255601,Brooklyn,Bedford-Stuyvesant,Entire home/apt,Entire guest suite,Individual,short_stay,318.33,276.11,170.86,415.75,0.8721,Uncertain (within plausible range),42.6,Medium,42.22,0.1529,Above model benchmark (review price)
698132,Large private suite in our home in Brooklyn.,https://www.airbnb.com/rooms/698132,Brooklyn,Bedford-Stuyvesant,Private room,Private room in guest suite,Individual,short_stay,222.0,233.74,181.2,305.53,0.5437,Uncertain (within plausible range),93.3,Medium,-11.74,-0.0502,Within 10% of model benchmark
498052,Room in modern Willamsburg apartment Brooklyn,https://www.airbnb.com/rooms/498052,Brooklyn,Williamsburg,Private room,Private room in condo,Individual,short_stay,296.0,328.21,203.18,417.79,0.6609,Uncertain (within plausible range),81.2,Medium,-32.21,-0.0982,Within 10% of model benchmark
77765,Superior @ Box House,https://www.airbnb.com/rooms/77765,Brooklyn,Greenpoint,Hotel room,Room in boutique hotel,Enterprise,short_stay,564.0,485.08,264.27,537.3,0.766,Confident: lower price,62.9,Medium,78.92,0.1627,Above model benchmark (review price)
80684,Duplex w/ Terrace @ Box House Hotel,https://www.airbnb.com/rooms/80684,Brooklyn,Greenpoint,Hotel room,Room in boutique hotel,Enterprise,short_stay,593.0,557.49,328.19,807.93,0.8347,Uncertain (within plausible range),49.9,Medium,35.51,0.0637,Within 10% of model benchmark
699472,"NYC Shipping Container Home, Class B Dwelling Unit",https://www.airbnb.com/rooms/699472,Brooklyn,Williamsburg,Entire home/apt,Entire rental unit,Small-Multi,short_stay,274.0,311.73,214.26,458.27,0.7635,Uncertain (within plausible range),63.4,Medium,-37.73,-0.121,Below model benchmark (review price)
84010,Superior @ Box House,https://www.airbnb.com/rooms/84010,Brooklyn,Greenpoint,Hotel room,Room in boutique hotel,Enterprise,short_stay,564.0,517.6,292.21,693.8,0.8151,Uncertain (within plausible range),53.6,Medium,46.4,0.0897,Within 10% of model benchmark
94783,"Beautiful, Bright’s, Warm & Spacious 1.5BR Apt",https://www.airbnb.com/rooms/94783,Brooklyn,Crown Heights,Entire home/apt,Entire rental unit,Individual,short_stay,211.14,307.75,194.07,378.54,0.6057,Uncertain (within plausible range),88.0,Medium,-96.61,-0.3139,Below model benchmark (review price)
727512,Duplex Loft Suite with Patio,https://www.airbnb.com/rooms/727512,Brooklyn,Greenpoint,Entire home/apt,Entire rental unit,Enterprise,short_stay,342.0,631.7,385.75,771.38,0.7227,Confident: raise price,70.8,Medium,-289.7,-0.4586,Below model benchmark (review price)
727547,Duplex Loft Suite with Patio,https://www.airbnb.com/rooms/727547,Brooklyn,Greenpoint,Entire home/apt,Entire rental unit,Enterprise,short_stay,422.0,558.04,322.63,764.94,0.8635,Uncertain (within plausible range),44.3,Medium,-136.04,-0.2438,Below model benchmark (review price)
552639,Beautiful 2-BDRM Brownstone Apartment,https://www.airbnb.com/rooms/552639,Manhattan,Harlem,Entire home/apt,Entire rental unit,Small-Multi,short_stay,314.0,363.72,260.54,550.03,0.7937,Uncertain (within plausible range),57.6,Medium,-49.72,-0.1367,Below model benchmark (review price)
748118,Huge Condo w/ Private Guest Wing & Garden Oasis,https://www.airbnb.com/rooms/748118,Brooklyn,Greenpoint,Private room,Private room in condo,Individual,short_stay,418.67,378.85,247.95,565.28,0.8374,Uncertain (within plausible range),49.4,Medium,39.82,0.1051,Above model benchmark (review price)
753687,Mitchell Manor,https://www.airbnb.com/rooms/753687,Brooklyn,Bedford-Stuyvesant,Entire home/apt,Entire home,Individual,short_stay,267.33,251.14,184.63,339.31,0.621,Uncertain (within plausible range),86.6,Medium,16.19,0.0644,Within 10% of model benchmark
848718,The Blue Room by Prospect Park,https://www.airbnb.com/rooms/848718,Brooklyn,Prospect-Lefferts Gardens,Private room,Private room in townhouse,Small-Multi,short_stay,321.25,210.94,129.41,317.04,0.891,Confident: lower price,39.2,Medium,110.31,0.5229,Above model benchmark (review price)
613528,Cozy Studio Apt in Historic Brownstone,https://www.airbnb.com/rooms/613528,Manhattan,Harlem,Entire home/apt,Entire rental unit,Small-Multi,short_stay,165.5,276.7,182.72,418.31,0.8443,Confident: raise price,48.1,Medium,-111.2,-0.4019,Below model benchmark (review price)
783202,Charming First Floor Village Apt off Bleecker,https://www.airbnb.com/rooms/783202,Manhattan,West Village,Entire home/apt,Entire rental unit,Small-Multi,short_stay,313.82,329.65,293.5,550.79,0.7797,Uncertain (within plausible range),60.3,Medium,-15.83,-0.048,Within 10% of model benchmark
870119,Your own 2BR Duplex w Deck + Backyard,https://www.airbnb.com/rooms/870119,Brooklyn,Clinton Hill,Entire home/apt,Entire townhouse,Individual,short_stay,542.33,577.39,416.67,845.27,0.7381,Uncertain (within plausible range),67.8,Medium,-35.06,-0.0607,Within 10% of model benchmark
804194,"Clean, Cool ,Cozy Bushwick room",https://www.airbnb.com/rooms/804194,Brooklyn,Williamsburg,Private room,Private room in rental unit,Small-Multi,short_stay,183.0,220.08,132.21,301.69,0.7791,Uncertain (within plausible range),60.4,Medium,-37.08,-0.1685,Below model benchmark (review price)
645075,"Hell's Kitchen, Midtown west!",https://www.airbnb.com/rooms/645075,Manhattan,Hell's Kitchen,Private room,Private room in rental unit,Individual,short_stay,245.5,333.16,183.72,442.6,0.7927,Uncertain (within plausible range),57.7,Medium,-87.66,-0.2631,Below model benchmark (review price)
886808,"Safe & Affordable, Convenient to LaGuardia, JFK",https://www.airbnb.com/rooms/886808,Queens,Flushing,Private room,Private room in home,Individual,short_stay,83.0,127.44,74.17,198.09,0.9637,Uncertain (within plausible range),27.9,Medium,-44.44,-0.3487,Below model benchmark (review price)
651648,"1879 Brownstone,  Private Room",https://www.airbnb.com/rooms/651648,Brooklyn,Clinton Hill,Private room,Private room,Individual,short_stay,399.5,301.22,184.05,454.16,0.8941,Uncertain (within plausible range),38.8,Medium,98.28,0.3263,Above model benchmark (review price)
1511303,Private room near transport and Prospect Park,https://www.airbnb.com/rooms/1511303,Brooklyn,Prospect-Lefferts Gardens,Private room,Private room in rental unit,Mid-Multi,short_stay,291.0,181.85,107.43,275.68,0.9102,Confident: lower price,36.8,Medium,109.15,0.6002,Above model benchmark (review price)
938022,Private Bedroom in Williamsburg,https://www.airbnb.com/rooms/938022,Brooklyn,Williamsburg,Private room,Private room in rental unit,Individual,short_stay,247.33,194.37,129.66,302.77,0.8884,Uncertain (within plausible range),39.8,Medium,52.96,0.2725,Above model benchmark (review price)
1127770,Private room with Private Bathroom and balcony,https://www.airbnb.com/rooms/1127770,Brooklyn,Williamsburg,Private room,Private room in condo,Small-Multi,short_stay,205.87,270.17,182.79,426.26,0.902,Uncertain (within plausible range),37.7,Medium,-64.3,-0.238,Below model benchmark (review price)
1581579,Luxe Astoria: Spacious Suite -near Subway & Park,https://www.airbnb.com/rooms/1581579,Queens,Ditmars Steinway,Private room,Private room in home,Individual,short_stay,298.5,261.5,159.12,351.79,0.7451,Uncertain (within plausible range),66.8,Medium,37.0,0.1415,Above model benchmark (review price)
1628156,A Tree Grows in Brooklyn,https://www.airbnb.com/rooms/1628156,Brooklyn,Canarsie,Private room,Private room in home,Individual,short_stay,286.0,292.99,170.42,458.97,0.9788,Uncertain (within plausible range),25.9,Medium,-6.99,-0.0239,Within 10% of model benchmark
1645181,Lovely Brownstone-- Close to Subway,https://www.airbnb.com/rooms/1645181,Brooklyn,Bedford-Stuyvesant,Entire home/apt,Entire townhouse,Individual,short_stay,236.8,340.03,263.46,486.87,0.6591,Confident: raise price,81.5,Medium,-103.23,-0.3036,Below model benchmark (review price)
1645667,Truly A Sweet Home away from Home.,https://www.airbnb.com/rooms/1645667,Brooklyn,Bedford-Stuyvesant,Private room,Private room in rental unit,Individual,short_stay,108.67,233.16,132.68,354.36,0.9461,Confident: raise price,31.1,Medium,-124.49,-0.5339,Below model benchmark (review price)
1656621,Classic Brownstone Private Suite,https://www.airbnb.com/rooms/1656621,Brooklyn,Bedford-Stuyvesant,Entire home/apt,Entire townhouse,Individual,short_stay,327.0,289.95,221.47,451.26,0.7846,Uncertain (within plausible range),59.2,Medium,37.05,0.1278,Above model benchmark (review price)
1251681,Room in Brooklyn. Stay with Maggy,https://www.airbnb.com/rooms/1251681,Brooklyn,Kensington,Private room,Private room in home,Individual,short_stay,217.5,239.94,122.95,363.61,0.9963,Uncertain (within plausible range),23.4,Medium,-22.44,-0.0935,Within 10% of model benchmark
1258651,Chic Brownstone Apt. with Outdoor Patio,https://www.airbnb.com/rooms/1258651,Manhattan,Harlem,Entire home/apt,Entire guest suite,Individual,short_stay,413.68,347.57,256.16,567.8,0.8835,Uncertain (within plausible range),40.6,Medium,66.11,0.1902,Above model benchmark (review price)
1294973,Large Private Bedroom in Chic Apartment Share!,https://www.airbnb.com/rooms/1294973,Manhattan,Upper West Side,Private room,Private room in rental unit,Individual,short_stay,222.82,341.15,198.16,455.77,0.7732,Uncertain (within plausible range),61.6,Medium,-118.33,-0.3468,Below model benchmark (review price)
1766846,East Village Private Guest Suite for One Guest,https://www.airbnb.com/rooms/1766846,Manhattan,East Village,Private room,Private room in guest suite,Individual,short_stay,251.06,249.32,194.99,354.51,0.6705,Uncertain (within plausible range),79.8,Medium,1.74,0.007,Within 10% of model benchmark
1026683,Mi Casa Tu Casa Guesthouse Mexico,https://www.airbnb.com/rooms/1026683,Bronx,Concourse,Private room,Private room in home,Small-Multi,short_stay,114.5,157.93,88.86,261.41,1.1057,Uncertain (within plausible range),12.5,Low,-43.43,-0.275,Below model benchmark (review price)
1313711,Less than a minute from the Metro,https://www.airbnb.com/rooms/1313711,Brooklyn,Prospect-Lefferts Gardens,Private room,Private room in condo,Individual,short_stay,272.74,192.99,140.65,281.89,0.7358,Uncertain (within plausible range),68.2,Medium,79.75,0.4132,Above model benchmark (review price)
1354973,"Historical, spacious 2 bedrooms. 2 subway lines",https://www.airbnb.com/rooms/1354973,Brooklyn,Bedford-Stuyvesant,Private room,Private room in townhouse,Individual,short_stay,338.88,351.96,175.29,522.96,0.9817,Uncertain (within plausible range),25.3,Medium,-13.08,-0.0372,Within 10% of model benchmark
1042806,My Other Little Guestroom,https://www.airbnb.com/rooms/1042806,Queens,Flushing,Private room,Private room in home,Individual,short_stay,120.0,145.72,95.39,201.05,0.7342,Uncertain (within plausible range),68.5,Medium,-25.72,-0.1765,Below model benchmark (review price)
1411811,"Charming Parlor Apt by Bleecker, Old World Village",https://www.airbnb.com/rooms/1411811,Manhattan,West Village,Entire home/apt,Entire rental unit,Small-Multi,short_stay,306.69,382.09,287.63,559.34,0.7165,Uncertain (within plausible range),72.1,Medium,-75.4,-0.1973,Below model benchmark (review price)
1918693,Lovely Bedroom in Artist's Home,https://www.airbnb.com/rooms/1918693,Brooklyn,Clinton Hill,Private room,Private room in townhouse,Individual,short_stay,217.0,224.31,144.89,339.12,0.8646,Uncertain (within plausible range),43.9,Medium,-7.31,-0.0326,Within 10% of model benchmark
1948494,"Spacious, cozy room.",https://www.airbnb.com/rooms/1948494,Brooklyn,East Flatbush,Private room,Private room in home,Individual,short_stay,163.67,198.1,115.82,310.03,0.9745,Uncertain (within plausible range),26.6,Medium,-34.43,-0.1738,Below model benchmark (review price)
2267177,Large Bedroom 15 Min From Manhattan,https://www.airbnb.com/rooms/2267177,Brooklyn,Sunset Park,Private room,Private room in home,Individual,short_stay,209.0,184.81,116.11,254.14,0.7502,Uncertain (within plausible range),65.8,Medium,24.19,0.1309,Above model benchmark (review price)
2284670,"3BR Brooklyn Retreat Near NYC Quiet, Comfortable",https://www.airbnb.com/rooms/2284670,Brooklyn,Flatlands,Entire home/apt,Entire rental unit,Small-Multi,short_stay,775.0,416.52,353.59,573.55,0.5477,Confident: lower price,93.0,Medium,358.48,0.8607,Above model benchmark (review price)
2949128,Only LGBTQ&Allies welcome Room in Hells Ktchn Safe,https://www.airbnb.com/rooms/2949128,Manhattan,Hell's Kitchen,Private room,Private room in condo,Individual,short_stay,504.33,319.21,205.57,406.06,0.6601,Confident: lower price,81.3,Medium,185.12,0.5799,Above model benchmark (review price)
2979714,Cozy Private RM Near Central Park N,https://www.airbnb.com/rooms/2979714,Manhattan,Harlem,Private room,Private room in rental unit,Small-Multi,short_stay,167.14,175.28,88.29,252.67,0.9398,Uncertain (within plausible range),32.3,Medium,-8.14,-0.0464,Within 10% of model benchmark
2385779,"The center of NYC, Brooklyn!",https://www.airbnb.com/rooms/2385779,Brooklyn,Bedford-Stuyvesant,Private room,Private room in home,Individual,short_stay,180.0,207.49,111.12,297.9,0.8975,Uncertain (within plausible range),38.4,Medium,-27.49,-0.1325,Below model benchmark (review price)
2995000,Garden apartment in amazing Brooklyn spot!,https://www.airbnb.com/rooms/2995000,Brooklyn,Bedford-Stuyvesant,Entire home/apt,Entire guest suite,Individual,short_stay,467.0,297.39,211.88,397.96,0.63,Confident: lower price,85.3,Medium,169.61,0.5703,Above model benchmark (review price)
2451647,"Bright, Modern Room in East Village w City Views",https://www.airbnb.com/rooms/2451647,Manhattan,East Village,Private room,Private room in condo,Small-Multi,short_stay,171.18,207.03,154.56,316.52,0.7939,Uncertain (within plausible range),57.5,Medium,-35.85,-0.1732,Below model benchmark (review price)
2473861,Royal Harlem Spacious Suite Max 2 guest,https://www.airbnb.com/rooms/2473861,Manhattan,Harlem,Private room,Private room in home,Individual,short_stay,335.51,254.35,143.45,438.61,1.1339,Uncertain (within plausible range),10.7,Low,81.16,0.3191,Above model benchmark (review price)
2538248,Large newly renovated studio,https://www.airbnb.com/rooms/2538248,Manhattan,Harlem,Entire home/apt,Entire rental unit,Mid-Multi,short_stay,281.75,255.55,200.99,470.26,1.0377,Uncertain (within plausible range),18.4,Low,26.2,0.1025,Above model benchmark (review price)
2151479,Beautiful Brownstone,https://www.airbnb.com/rooms/2151479,Brooklyn,Bedford-Stuyvesant,Entire home/apt,Entire rental unit,Individual,short_stay,274.0,283.76,208.15,414.31,0.7235,Uncertain (within plausible range),70.5,Medium,-9.76,-0.0344,Within 10% of model benchmark
3247291,Comfort and Charm in Harlem Brownstone near Subway,https://www.airbnb.com/rooms/3247291,Manhattan,Harlem,Private room,Private room in townhouse,Individual,short_stay,201.99,227.43,127.2,366.99,1.0395,Uncertain (within plausible range),18.2,Low,-25.44,-0.1118,Below model benchmark (review price)
3659544,Home Away From Home – Midtown,https://www.airbnb.com/rooms/3659544,Manhattan,Hell's Kitchen,Private room,Private room in rental unit,Individual,short_stay,333.33,287.64,246.19,572.19,1.1099,Uncertain (within plausible range),12.2,Low,45.69,0.1588,Above model benchmark (review price)
2686412,Clinton Hill BdRm in Artists' Home,https://www.airbnb.com/rooms/2686412,Brooklyn,Clinton Hill,Private room,Private room in condo,Individual,short_stay,109.6,227.12,169.02,362.97,0.8531,Confident: raise price,46.3,Medium,-117.52,-0.5174,Below model benchmark (review price)
3465651,“Home Away from Home”: Large room Near Train & Bus,https://www.airbnb.com/rooms/3465651,Staten Island,Huguenot,Private room,Private room in home,Individual,short_stay,126.0,171.94,118.03,261.6,0.9341,Uncertain (within plausible range),33.0,Medium,-45.94,-0.2672,Below model benchmark (review price)
3485449,Modern Private Room in Luxury Brownstone,https://www.airbnb.com/rooms/3485449,Bronx,Mount Hope,Private room,Private room in townhouse,Small-Multi,short_stay,133.0,138.29,89.66,255.35,1.1835,Uncertain (within plausible range),7.8,Low,-5.29,-0.0383,Within 10% of model benchmark
3490317,Spacious 3-Bedroom Guest Suite (Unit #2),https://www.airbnb.com/rooms/3490317,Brooklyn,Bedford-Stuyvesant,Private room,Private room in guest suite,Individual,short_stay,497.84,323.42,184.05,410.08,0.7041,Confident: lower price,74.4,Medium,174.42,0.5393,Above model benchmark (review price)
3512428,"Sunny room, doorman building, cat lover's paradise",https://www.airbnb.com/rooms/3512428,Manhattan,Harlem,Private room,Private room in condo,Individual,short_stay,148.67,193.33,113.21,262.88,0.7901,Uncertain (within plausible range),58.0,Medium,-44.66,-0.231,Below model benchmark (review price)
4132116,"Beautiful house, huge bedrooms, quiet neighborhood",https://www.airbnb.com/rooms/4132116,Brooklyn,Flatbush,Private room,Private room in home,Individual,short_stay,305.5,231.42,205.83,405.05,0.8597,Uncertain (within plausible range),45.0,Medium,74.08,0.3201,Above model benchmark (review price)
4134035,Sunny Suite in Brooklyn -3,https://www.airbnb.com/rooms/4134035,Brooklyn,Downtown Brooklyn,Entire home/apt,Entire guest suite,Individual,short_stay,319.91,369.71,185.33,423.26,0.6466,Uncertain (within plausible range),83.3,Medium,-49.8,-0.1347,Below model benchmark (review price)
3527764,Tranquility Trip House (near Laguardia Airport),https://www.airbnb.com/rooms/3527764,Queens,Maspeth,Private room,Private room in home,Individual,short_stay,126.5,157.18,106.01,242.55,0.8675,Uncertain (within plausible range),43.5,Medium,-30.68,-0.1952,Below model benchmark (review price)
3543839,Modern Luxury Room in Historic Brownstone,https://www.airbnb.com/rooms/3543839,Bronx,Mount Hope,Private room,Private room in townhouse,Small-Multi,short_stay,126.0,136.64,90.73,248.66,1.1523,Uncertain (within plausible range),9.6,Low,-10.64,-0.0779,Within 10% of model benchmark
4152752,Location is Everything!,https://www.airbnb.com/rooms/4152752,Manhattan,Hell's Kitchen,Private room,Private room in rental unit,Individual,short_stay,361.0,196.46,138.63,310.21,0.8785,Confident: lower price,41.6,Medium,164.54,0.8376,Above model benchmark (review price)
3554230,Beautiful sunny bedroom just off Prospect Park,https://www.airbnb.com/rooms/3554230,Brooklyn,Prospect-Lefferts Gardens,Private room,Private room in condo,Individual,short_stay,163.0,240.57,170.78,335.84,0.6919,Confident: raise price,76.4,Medium,-77.57,-0.3224,Below model benchmark (review price)
3625870,Modern Style Meets Old World,https://www.airbnb.com/rooms/3625870,Brooklyn,Sunset Park,Private room,Private room in townhouse,Individual,short_stay,204.0,225.79,180.35,343.6,0.7273,Uncertain (within plausible range),69.7,Medium,-21.79,-0.0965,Within 10% of model benchmark
