listing_id,listing_name,listing_url,borough,neighborhood,room_type,property_type,host_tier,market_segment,actual_price_usd,predicted_fair_price_usd,predicted_price_q10,predicted_price_q90,interval_width_pct,direction_confidence,confidence_score,confidence_level,residual_usd,residual_pct_of_fair,pricing_signal
920320559323406807,Standard Single Comfort – West 30th St,https://www.airbnb.com/rooms/920320559323406807,Manhattan,Chelsea,Private room,Private room in rental unit,Enterprise,short_stay,293.0,182.97,135.96,247.83,0.6723,Confident: lower price,79.5,Medium,110.03,0.6014,Above model benchmark (review price)
920322352062480991,Charming Room on West 30th – Midtown NY,https://www.airbnb.com/rooms/920322352062480991,Manhattan,Chelsea,Private room,Private room in rental unit,Enterprise,short_stay,195.0,218.25,132.69,295.65,0.7779,Uncertain (within plausible range),60.6,Medium,-23.25,-0.1065,Below model benchmark (review price)
920363020026592147,Furnished Standard Single – West 30th St,https://www.airbnb.com/rooms/920363020026592147,Manhattan,Chelsea,Private room,Private room in rental unit,Enterprise,short_stay,190.0,211.74,126.43,281.44,0.7665,Uncertain (within plausible range),62.8,Medium,-21.74,-0.1027,Below model benchmark (review price)
929287811121217114,Big room in Central Brooklyn,https://www.airbnb.com/rooms/929287811121217114,Brooklyn,Prospect-Lefferts Gardens,Private room,Private room in bed and breakfast,Small-Multi,short_stay,212.0,200.27,145.64,344.25,0.9868,Uncertain (within plausible range),24.8,Medium,11.73,0.0586,Within 10% of model benchmark
929478160790239391,Near Madison Square Garden + Free Breakfast & Gym,https://www.airbnb.com/rooms/929478160790239391,Manhattan,Chelsea,Private room,Room in hotel,Small-Multi,short_stay,189.51,230.57,174.84,382.02,0.903,Uncertain (within plausible range),37.6,Medium,-41.06,-0.1781,Below model benchmark (review price)
918130735715171123,Chic and Modern Bed Stuy 2br,https://www.airbnb.com/rooms/918130735715171123,Brooklyn,Bedford-Stuyvesant,Entire home/apt,Entire guest suite,Individual,short_stay,546.5,339.38,218.4,474.32,0.749,Confident: lower price,66.1,Medium,207.12,0.6103,Above model benchmark (review price)
942625772911401128,Grand Central Apartment New building elevator,https://www.airbnb.com/rooms/942625772911401128,Manhattan,Murray Hill,Entire home/apt,Entire condo,Small-Multi,short_stay,679.0,675.0,566.87,824.19,0.4159,Uncertain (within plausible range),98.7,Medium,4.0,0.0059,Within 10% of model benchmark
921243805509585892,Cypress Hills cosy room 1,https://www.airbnb.com/rooms/921243805509585892,Brooklyn,Cypress Hills,Private room,Private room in home,Mid-Multi,short_stay,200.0,152.16,113.01,248.28,0.8819,Uncertain (within plausible range),41.0,Medium,47.84,0.3144,Above model benchmark (review price)
921673175182304339,Small Furnished Single – West 30th St,https://www.airbnb.com/rooms/921673175182304339,Manhattan,Chelsea,Private room,Private room in rental unit,Enterprise,short_stay,207.0,194.15,121.51,284.91,0.8519,Uncertain (within plausible range),46.5,Medium,12.85,0.0662,Within 10% of model benchmark
942866549062627160,"Cozy, Private Entry Room w/ Bath Near JFK",https://www.airbnb.com/rooms/942866549062627160,Queens,St. Albans,Private room,Private room in home,Individual,short_stay,106.67,131.47,89.38,252.92,1.2156,Uncertain (within plausible range),6.3,Low,-24.8,-0.1887,Below model benchmark (review price)
943371238701435307,Prime Manhattan 2BR/Walk to ALL,https://www.airbnb.com/rooms/943371238701435307,Manhattan,Kips Bay,Entire home/apt,Entire rental unit,Small-Multi,short_stay,855.0,520.47,344.65,630.07,0.5682,Confident: lower price,91.2,Medium,334.53,0.6427,Above model benchmark (review price)
929584624748362659,Pelton Private Suite With Pool,https://www.airbnb.com/rooms/929584624748362659,Staten Island,Randall Manor,Private room,Private room in home,Individual,short_stay,251.06,151.62,106.87,254.57,1.0114,Uncertain (within plausible range),21.3,Low,99.44,0.6558,Above model benchmark (review price)
929679138005881467,Private Brooklyn Suite w/ Separate Entrance,https://www.airbnb.com/rooms/929679138005881467,Brooklyn,Flatbush,Private room,Private room in cottage,Individual,short_stay,194.38,252.71,138.27,326.65,0.7489,Uncertain (within plausible range),66.2,Medium,-58.33,-0.2308,Below model benchmark (review price)
943532117931729388,Private room with Shared bath on Union Square 10,https://www.airbnb.com/rooms/943532117931729388,Manhattan,Gramercy,Entire home/apt,Entire rental unit,Enterprise,short_stay,341.0,219.86,164.44,319.23,0.7078,Confident: lower price,73.7,Medium,121.14,0.551,Above model benchmark (review price)
944831938640547421,"Modern NYC Stay:NearAirports,2 min walk to subway",https://www.airbnb.com/rooms/944831938640547421,Brooklyn,East New York,Private room,Private room in home,Mid-Multi,short_stay,137.0,138.66,94.24,248.59,1.0573,Uncertain (within plausible range),16.5,Low,-1.66,-0.012,Within 10% of model benchmark
923815513633030246,5BR Townhome |Game Room| Fire Pit|Patio|Movie Room,https://www.airbnb.com/rooms/923815513633030246,Manhattan,East Harlem,Entire home/apt,Entire home,Individual,short_stay,799.0,1205.78,516.06,1972.3,1.1628,Uncertain (within plausible range),8.9,Low,-406.78,-0.3374,Below model benchmark (review price)
923932984833086904,Near the UN and midtown,https://www.airbnb.com/rooms/923932984833086904,Manhattan,Midtown,Private room,Room in hotel,Individual,short_stay,336.0,378.48,203.33,591.02,1.0128,Uncertain (within plausible range),21.2,Low,-42.48,-0.1122,Below model benchmark (review price)
924755008538247849,Private room with Shared bath on Union Square 12,https://www.airbnb.com/rooms/924755008538247849,Manhattan,Gramercy,Entire home/apt,Entire rental unit,Enterprise,short_stay,230.0,252.74,180.22,377.99,0.7798,Uncertain (within plausible range),60.3,Medium,-22.74,-0.09,Within 10% of model benchmark
931216252915282640,A comfy room away from home.,https://www.airbnb.com/rooms/931216252915282640,Queens,St. Albans,Private room,Private room in home,Small-Multi,short_stay,101.0,101.59,67.55,192.4,1.2042,Uncertain (within plausible range),6.9,Low,-0.59,-0.0058,Within 10% of model benchmark
931346599700737114,Convenience Meets Chic: You Deserve This Retreat,https://www.airbnb.com/rooms/931346599700737114,Brooklyn,Bedford-Stuyvesant,Entire home/apt,Entire home,Small-Multi,short_stay,382.22,346.27,226.03,552.2,0.8984,Uncertain (within plausible range),38.3,Medium,35.95,0.1038,Above model benchmark (review price)
946447856386514031,Shared Home Close to all Bus Lines,https://www.airbnb.com/rooms/946447856386514031,Staten Island,Castleton Corners,Private room,Private room in home,Individual,short_stay,297.0,193.69,144.95,326.79,0.9918,Uncertain (within plausible range),24.0,Medium,103.31,0.5334,Above model benchmark (review price)
947101073823190038,Queens Chateau,https://www.airbnb.com/rooms/947101073823190038,Queens,Jamaica,Private room,Private room in home,Individual,short_stay,212.5,210.72,128.7,278.02,0.7189,Uncertain (within plausible range),71.6,Medium,1.78,0.0084,Within 10% of model benchmark
932099943499845547,"Spacious, Comfy Room.",https://www.airbnb.com/rooms/932099943499845547,Brooklyn,Kensington,Private room,Private room in home,Small-Multi,short_stay,91.2,170.45,119.81,360.96,1.3833,Confident: raise price,2.3,Low,-79.25,-0.4649,Below model benchmark (review price)
932509525705477060,Superior King Room with City View,https://www.airbnb.com/rooms/932509525705477060,Manhattan,Financial District,Private room,Room in hotel,Mid-Multi,short_stay,387.0,337.28,202.21,539.14,0.9955,Uncertain (within plausible range),23.5,Medium,49.72,0.1474,Above model benchmark (review price)
932513881802567497,Superior Queen Room City View,https://www.airbnb.com/rooms/932513881802567497,Manhattan,Financial District,Private room,Room in hotel,Mid-Multi,short_stay,557.0,320.16,197.72,526.5,1.0218,Confident: lower price,19.9,Low,236.84,0.7398,Above model benchmark (review price)
932517702484463490,Superior King Corner City View,https://www.airbnb.com/rooms/932517702484463490,Manhattan,Financial District,Private room,Room in hotel,Mid-Multi,short_stay,587.0,377.53,187.13,557.83,0.9795,Confident: lower price,25.8,Medium,209.47,0.5548,Above model benchmark (review price)
932523901255607390,Deluxe Two Queens Sofa City View,https://www.airbnb.com/rooms/932523901255607390,Manhattan,Financial District,Private room,Room in hotel,Mid-Multi,short_stay,488.0,465.97,245.58,725.3,1.0242,Uncertain (within plausible range),19.5,Low,22.03,0.0473,Within 10% of model benchmark
948073089435542820,Exclusive Studio 1106 | Private Bathroom,https://www.airbnb.com/rooms/948073089435542820,Manhattan,Midtown,Entire home/apt,Entire rental unit,Enterprise,short_stay,408.45,331.82,237.09,420.65,0.5695,Uncertain (within plausible range),91.1,Medium,76.63,0.2309,Above model benchmark (review price)
948380746612788025,Cozy | By 2/5/Q Trains | Washer Dryer | 333Mb WiFi,https://www.airbnb.com/rooms/948380746612788025,Brooklyn,Midwood,Private room,Private room in home,Small-Multi,short_stay,195.0,190.48,109.75,300.42,0.9955,Uncertain (within plausible range),23.6,Medium,4.52,0.0237,Within 10% of model benchmark
925332909222963253,Kasa Lantern LES | Studio with Deep-Soak Bathtub,https://www.airbnb.com/rooms/925332909222963253,Manhattan,Lower East Side,Entire home/apt,Entire rental unit,Small-Multi,short_stay,819.0,338.97,245.68,637.06,1.1205,Confident: lower price,11.5,Low,480.03,1.4161,Above model benchmark (review price)
932893071035345056,Private Room in Beautiful Bushwick Duplex,https://www.airbnb.com/rooms/932893071035345056,Brooklyn,Bushwick,Private room,Private room in condo,Individual,short_stay,200.0,227.83,171.27,317.52,0.6494,Uncertain (within plausible range),82.9,Medium,-27.83,-0.1221,Below model benchmark (review price)
933199939452228087,Beauty In the Heart of the Village!,https://www.airbnb.com/rooms/933199939452228087,Manhattan,West Village,Entire home/apt,Entire rental unit,Small-Multi,short_stay,510.5,419.02,320.99,639.34,0.7608,Uncertain (within plausible range),63.7,Medium,91.48,0.2183,Above model benchmark (review price)
948462394579193682,Blue Horizon Private bedroom+Bathroom,https://www.airbnb.com/rooms/948462394579193682,Brooklyn,Dyker Heights,Private room,Private room in home,Small-Multi,short_stay,181.5,220.8,130.01,301.52,0.7854,Uncertain (within plausible range),59.1,Medium,-39.3,-0.178,Below model benchmark (review price)
948825420401862130,Modern Brownstone Duplex with Backyard Terrace,https://www.airbnb.com/rooms/948825420401862130,Brooklyn,Bedford-Stuyvesant,Entire home/apt,Entire rental unit,Small-Multi,short_stay,361.0,507.4,348.54,533.09,0.4084,Uncertain (within plausible range),98.8,Medium,-146.4,-0.2885,Below model benchmark (review price)
925688828901710134,Mike's Palace,https://www.airbnb.com/rooms/925688828901710134,Brooklyn,Carroll Gardens,Private room,Private room in rental unit,Individual,short_stay,199.8,255.31,170.5,521.02,1.3516,Uncertain (within plausible range),2.9,Low,-55.51,-0.2174,Below model benchmark (review price)
926312864566891761,Modern house in Staten Island,https://www.airbnb.com/rooms/926312864566891761,Staten Island,Clifton,Private room,Private room in home,Individual,short_stay,357.0,269.11,190.12,510.6,1.1318,Uncertain (within plausible range),10.8,Low,87.89,0.3266,Above model benchmark (review price)
949203092352821304,Julie's Modern Jewel - Guest Suite - Canarsie,https://www.airbnb.com/rooms/949203092352821304,Brooklyn,Canarsie,Private room,Private room in townhouse,Individual,short_stay,205.41,300.82,196.54,555.31,1.1784,Uncertain (within plausible range),8.0,Low,-95.41,-0.3172,Below model benchmark (review price)
949486536388006369,Cozy new restful bedroom,https://www.airbnb.com/rooms/949486536388006369,Queens,Jackson Heights,Private room,Private room in rental unit,Small-Multi,short_stay,147.4,168.34,106.85,205.43,0.608,Uncertain (within plausible range),87.9,Medium,-20.94,-0.1244,Below model benchmark (review price)
927751966043550944,Trendy Chelsea Studio on a Tree-lined Street,https://www.airbnb.com/rooms/927751966043550944,Manhattan,Chelsea,Entire home/apt,Entire rental unit,Small-Multi,short_stay,602.0,435.18,245.09,608.54,0.8295,Uncertain (within plausible range),50.6,Medium,166.82,0.3833,Above model benchmark (review price)
928143028684103281,Windsor Palace Architectural Gem,https://www.airbnb.com/rooms/928143028684103281,Brooklyn,South Slope,Entire home/apt,Entire guest suite,Individual,short_stay,558.5,543.91,340.63,639.13,0.5588,Uncertain (within plausible range),92.2,Medium,14.59,0.0268,Within 10% of model benchmark
928358388994326377,Quaint Cozy NY Studio Apartment Legal Daily Rental,https://www.airbnb.com/rooms/928358388994326377,Manhattan,Harlem,Entire home/apt,Entire rental unit,Mid-Multi,short_stay,282.0,316.48,175.28,413.09,0.7605,Uncertain (within plausible range),63.7,Medium,-34.48,-0.1089,Below model benchmark (review price)
933915462295022784,Manhattan room with perfect location,https://www.airbnb.com/rooms/933915462295022784,Manhattan,Midtown,Private room,Private room in rental unit,Small-Multi,short_stay,187.25,235.68,120.96,381.89,1.0986,Uncertain (within plausible range),12.9,Low,-48.43,-0.2055,Below model benchmark (review price)
950088048554818503,Studio with shower and kitchen 14 <Shared Toilet>,https://www.airbnb.com/rooms/950088048554818503,Manhattan,Gramercy,Entire home/apt,Entire rental unit,Enterprise,short_stay,450.0,257.75,182.21,431.3,0.9483,Confident: lower price,30.8,Medium,192.25,0.7458,Above model benchmark (review price)
934100065088277596,Entire Floor - private 2bedroom,https://www.airbnb.com/rooms/934100065088277596,Brooklyn,Bushwick,Private room,Private room in townhouse,Small-Multi,short_stay,399.41,288.27,244.04,494.27,0.8709,Uncertain (within plausible range),42.7,Medium,111.14,0.3855,Above model benchmark (review price)
934107469692156357,King Bed at Holiday Inn Express Times Square,https://www.airbnb.com/rooms/934107469692156357,Manhattan,Hell's Kitchen,Private room,Room in hotel,Small-Multi,short_stay,161.21,247.88,118.92,475.83,1.4106,Uncertain (within plausible range),2.0,Low,-86.67,-0.3496,Below model benchmark (review price)
950316243638576156,A Charming Clinton Hill Haven,https://www.airbnb.com/rooms/950316243638576156,Brooklyn,Fort Greene,Entire home/apt,Entire rental unit,Individual,short_stay,325.0,351.21,222.97,528.45,0.8562,Uncertain (within plausible range),45.7,Medium,-26.21,-0.0746,Within 10% of model benchmark
953082621778685235,5Bdrm Midtown Penthouse Apartment/Corporate Rental,https://www.airbnb.com/rooms/953082621778685235,Manhattan,Midtown,Entire home/apt,Entire rental unit,Mid-Multi,short_stay,7014.67,1425.48,577.32,2927.42,1.5832,Confident: lower price,0.6,Low,5589.19,3.9209,Above model benchmark (review price)
953391145939365107,FIFA World Cup Stay in Manhattan | Harlem Gem,https://www.airbnb.com/rooms/953391145939365107,Manhattan,Harlem,Private room,Private room in rental unit,Individual,short_stay,557.0,341.73,180.71,453.59,0.8118,Confident: lower price,54.1,Medium,215.27,0.6299,Above model benchmark (review price)
954215732943587985,Cozy Room next to columbia & Central Park 3,https://www.airbnb.com/rooms/954215732943587985,Manhattan,Upper West Side,Private room,Private room in rental unit,Small-Multi,short_stay,170.04,224.62,144.69,384.86,1.063,Uncertain (within plausible range),16.2,Low,-54.58,-0.243,Below model benchmark (review price)
961527622157301522,Designer 2 Bedroom Guest Suite,https://www.airbnb.com/rooms/961527622157301522,Brooklyn,Bushwick,Entire home/apt,Entire guest suite,Individual,short_stay,511.0,313.01,243.36,406.67,0.5337,Confident: lower price,94.0,Medium,197.99,0.6325,Above model benchmark (review price)
935632781765410277,A welcoming travelers home.,https://www.airbnb.com/rooms/935632781765410277,Brooklyn,Canarsie,Private room,Private room in home,Small-Multi,short_stay,183.0,140.89,94.73,228.25,0.9456,Uncertain (within plausible range),31.2,Medium,42.11,0.2989,Above model benchmark (review price)
935839383979445801,Stylish studio near Times Square,https://www.airbnb.com/rooms/935839383979445801,Manhattan,Hell's Kitchen,Entire home/apt,Entire rental unit,Individual,short_stay,426.33,419.64,224.39,618.28,0.9212,Uncertain (within plausible range),34.6,Medium,6.69,0.0159,Within 10% of model benchmark
954283379414654919,Well Design Studio with King Bed & Bath in Midtown,https://www.airbnb.com/rooms/954283379414654919,Manhattan,Midtown,Private room,Room in hotel,Mid-Multi,short_stay,200.0,398.51,217.31,627.14,1.0232,Confident: raise price,19.8,Low,-198.51,-0.4981,Below model benchmark (review price)
954298098284771504,Majestic Studio Queen Size Bed&Bath in Midtown 202,https://www.airbnb.com/rooms/954298098284771504,Manhattan,Midtown,Private room,Room in hotel,Mid-Multi,short_stay,465.0,454.25,227.12,659.07,0.9504,Uncertain (within plausible range),30.3,Medium,10.75,0.0237,Within 10% of model benchmark
954299772270320483,Well Design Studio with King Bed & Bath in Midtown,https://www.airbnb.com/rooms/954299772270320483,Manhattan,Midtown,Private room,Room in hotel,Mid-Multi,short_stay,220.0,439.08,220.68,621.56,0.9148,Confident: raise price,35.9,Medium,-219.08,-0.4989,Below model benchmark (review price)
954300939099227966,Elegant Studio with Full-Size Bed&Bath in Midtown,https://www.airbnb.com/rooms/954300939099227966,Manhattan,Midtown,Private room,Room in hotel,Mid-Multi,short_stay,450.0,476.25,236.21,790.51,1.1504,Uncertain (within plausible range),9.8,Low,-26.25,-0.0551,Within 10% of model benchmark
954322057643536426,Room A1 Queen (Accessible),https://www.airbnb.com/rooms/954322057643536426,Manhattan,Midtown,Private room,Room in hotel,Mid-Multi,short_stay,420.0,476.89,229.66,764.99,1.1116,Uncertain (within plausible range),12.1,Low,-56.89,-0.1193,Below model benchmark (review price)
961836418495370418,Private Private Room in Brooklyn,https://www.airbnb.com/rooms/961836418495370418,Brooklyn,Bath Beach,Private room,Private room in home,Individual,short_stay,160.0,182.23,103.55,276.49,0.9445,Uncertain (within plausible range),31.4,Medium,-22.23,-0.122,Below model benchmark (review price)
962347440691906029,Near Broadway | Gym. On-Site Dining. Skyline Views,https://www.airbnb.com/rooms/962347440691906029,Manhattan,Theater District,Private room,Room in hotel,Small-Multi,short_stay,474.0,311.02,202.19,461.09,0.8409,Confident: lower price,48.9,Medium,162.98,0.524,Above model benchmark (review price)
954529486274639312,Chelsea Luxury 3BR w/ Private Elevator & Balcony,https://www.airbnb.com/rooms/954529486274639312,Manhattan,Chelsea,Entire home/apt,Entire rental unit,Individual,short_stay,1374.0,959.8,521.83,1240.48,0.7507,Confident: lower price,65.7,Medium,414.2,0.4315,Above model benchmark (review price)
962806116621078911,A private room w/dedicated bath & laundry by BAM,https://www.airbnb.com/rooms/962806116621078911,Brooklyn,Fort Greene,Private room,Private room in rental unit,Small-Multi,short_stay,375.0,237.93,112.11,307.25,0.8261,Confident: lower price,51.3,Medium,137.07,0.5761,Above model benchmark (review price)
963116369097877691,Stylish 3 Bedroom Walk To Subway,https://www.airbnb.com/rooms/963116369097877691,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,Entire home,Small-Multi,short_stay,439.0,447.24,339.58,568.22,0.5334,Uncertain (within plausible range),94.1,Medium,-8.24,-0.0184,Within 10% of model benchmark
963371797604061344,Sleeps 6 • near JFK• FIFA World Cup 2026 fans!,https://www.airbnb.com/rooms/963371797604061344,Brooklyn,Canarsie,Private room,Private room in home,Small-Multi,short_stay,369.6,344.94,224.1,557.26,0.9626,Uncertain (within plausible range),28.1,Medium,24.66,0.0715,Within 10% of model benchmark
937708024938552088,"Chelsea: Private 2BR, 2Bath + Massive Yard",https://www.airbnb.com/rooms/937708024938552088,Manhattan,Chelsea,Entire home/apt,Entire loft,Small-Multi,short_stay,527.8,616.39,334.7,953.07,0.9826,Uncertain (within plausible range),25.3,Medium,-88.59,-0.1437,Below model benchmark (review price)
963696212258651543,Exclusive Apartment  428 | Shared Bathroom,https://www.airbnb.com/rooms/963696212258651543,Manhattan,Midtown,Entire home/apt,Entire rental unit,Enterprise,short_stay,262.83,234.41,189.04,355.04,0.7116,Uncertain (within plausible range),73.1,Medium,28.42,0.1212,Above model benchmark (review price)
955842473362618091,Amazing Views & Rooftop Deck - Safe - Parking Incl,https://www.airbnb.com/rooms/955842473362618091,Brooklyn,Sunset Park,Entire home/apt,Entire guesthouse,Individual,short_stay,515.13,315.1,212.18,782.51,1.7276,Uncertain (within plausible range),0.3,Low,200.03,0.6348,Above model benchmark (review price)
955899560315923046,Cozy private Room,https://www.airbnb.com/rooms/955899560315923046,Brooklyn,Brownsville,Private room,Private room in rental unit,Individual,short_stay,107.67,171.55,75.28,363.29,1.6456,Uncertain (within plausible range),0.5,Low,-63.88,-0.3724,Below model benchmark (review price)
937873431653897161,Brooklyn 15 minutes from JFK/LGA Newly renovated,https://www.airbnb.com/rooms/937873431653897161,Brooklyn,East New York,Private room,Private room in rental unit,Individual,short_stay,342.5,282.38,168.41,442.7,0.9658,Uncertain (within plausible range),27.6,Medium,60.12,0.2129,Above model benchmark (review price)
956572242219688781,"Spacious Room, Natural Light, Vibrant Neighborhood",https://www.airbnb.com/rooms/956572242219688781,Queens,Ditmars Steinway,Private room,Private room in home,Individual,short_stay,174.6,165.28,100.29,258.9,0.9518,Uncertain (within plausible range),30.0,Medium,9.32,0.0564,Within 10% of model benchmark
956637921456579090,Cozy quiet Room Canarsie - Stay with Rufina,https://www.airbnb.com/rooms/956637921456579090,Brooklyn,East Flatbush,Private room,Private room in home,Individual,short_stay,182.0,169.01,92.15,275.92,1.0773,Uncertain (within plausible range),14.7,Low,12.99,0.0768,Within 10% of model benchmark
963771864938788099,Chic Private Suite,https://www.airbnb.com/rooms/963771864938788099,Bronx,Longwood,Private room,Private room in townhouse,Individual,short_stay,205.5,170.11,109.8,311.76,1.1412,Uncertain (within plausible range),10.2,Low,35.39,0.208,Above model benchmark (review price)
963888047601554678,Cloud Suite,https://www.airbnb.com/rooms/963888047601554678,Manhattan,West Village,Entire home/apt,Entire rental unit,Individual,short_stay,405.0,420.98,366.32,516.18,0.398,Uncertain (within plausible range),98.9,Medium,-15.98,-0.038,Within 10% of model benchmark
963914944993129500,Luxurious Modern Executive Retreat,https://www.airbnb.com/rooms/963914944993129500,Queens,Jamaica,Entire home/apt,Entire rental unit,Individual,short_stay,268.18,210.9,149.08,294.33,0.6846,Uncertain (within plausible range),77.8,Medium,57.28,0.2716,Above model benchmark (review price)
938426319639302623,Private Guest Floor of Carroll Gardens townhouse,https://www.airbnb.com/rooms/938426319639302623,Brooklyn,Carroll Gardens,Private room,Private room in rental unit,Small-Multi,short_stay,414.25,316.86,176.16,361.61,0.6059,Confident: lower price,88.0,Medium,97.39,0.3074,Above model benchmark (review price)
938652341400092973,Private large room with king size bed & work area,https://www.airbnb.com/rooms/938652341400092973,Bronx,Van Nest,Private room,Private room in rental unit,Small-Multi,short_stay,154.5,210.05,101.55,334.09,1.1164,Uncertain (within plausible range),11.8,Low,-55.55,-0.2645,Below model benchmark (review price)
939074435097007573,Beautiful 3 bedroom Near Subway!,https://www.airbnb.com/rooms/939074435097007573,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,Entire home,Small-Multi,short_stay,468.5,481.22,399.81,636.89,0.5177,Uncertain (within plausible range),95.1,Medium,-12.72,-0.0264,Within 10% of model benchmark
964583407000581311,Atelier Residence | Designer 4BR Near Times Square,https://www.airbnb.com/rooms/964583407000581311,Manhattan,Harlem,Entire home/apt,Entire rental unit,Individual,short_stay,880.0,662.27,408.99,1016.74,0.9024,Uncertain (within plausible range),37.6,Medium,217.73,0.3288,Above model benchmark (review price)
957270452215143039,@the Chillspot Duplex ( KNG sz Bds) 3  bathrooms,https://www.airbnb.com/rooms/957270452215143039,Brooklyn,Bedford-Stuyvesant,Entire home/apt,Entire rental unit,Individual,short_stay,1079.0,792.69,467.09,793.72,0.432,Confident: lower price,98.4,Medium,286.31,0.3612,Above model benchmark (review price)
939751910723746071,Family Studio 5 people close to Times Square #68,https://www.airbnb.com/rooms/939751910723746071,Manhattan,Midtown,Entire home/apt,Entire rental unit,Small-Multi,short_stay,408.0,379.96,289.55,521.33,0.6243,Uncertain (within plausible range),86.1,Medium,28.04,0.0738,Within 10% of model benchmark
957324954611448247,"Private APT, Renovated Bathroom, Recessed Lights",https://www.airbnb.com/rooms/957324954611448247,Manhattan,Harlem,Entire home/apt,Entire townhouse,Small-Multi,short_stay,474.67,355.23,205.83,468.89,0.7433,Confident: lower price,67.1,Medium,119.44,0.3362,Above model benchmark (review price)
957362915117972428,Bright Sunny Apt with 1.5 bath  King Bed,https://www.airbnb.com/rooms/957362915117972428,Brooklyn,Bedford-Stuyvesant,Entire home/apt,Entire rental unit,Individual,short_stay,513.53,823.31,370.29,792.51,0.5254,Uncertain (within plausible range),94.7,Medium,-309.78,-0.3763,Below model benchmark (review price)
957425381814766097,Luxury on a budget!  8 mins - JFK 15 mins - LGA,https://www.airbnb.com/rooms/957425381814766097,Queens,Jamaica,Entire home/apt,Entire rental unit,Individual,short_stay,157.0,238.42,168.47,328.65,0.6702,Confident: raise price,79.9,Medium,-81.42,-0.3415,Below model benchmark (review price)
957484574310360183,High Ceiling 2Br Apt in Brooklyn,https://www.airbnb.com/rooms/957484574310360183,Brooklyn,Bedford-Stuyvesant,Private room,Private room in rental unit,Individual,short_stay,384.0,214.9,121.7,308.98,0.8699,Confident: lower price,43.0,Medium,169.1,0.7869,Above model benchmark (review price)
965505333713118531,Home-feel New Bedroom,https://www.airbnb.com/rooms/965505333713118531,Queens,Jackson Heights,Private room,Private room in rental unit,Small-Multi,short_stay,140.0,151.87,100.44,212.23,0.7474,Uncertain (within plausible range),66.5,Medium,-11.87,-0.0782,Within 10% of model benchmark
965836734967050413,"Bedroom in brownstone near subway,private bathroom",https://www.airbnb.com/rooms/965836734967050413,Brooklyn,Bedford-Stuyvesant,Private room,Private room in home,Individual,short_stay,179.74,228.67,152.95,314.55,0.7116,Uncertain (within plausible range),73.0,Medium,-48.93,-0.214,Below model benchmark (review price)
965972728839907811,"Private Bathroom+Own Balcony, 15 mins to Manhattan",https://www.airbnb.com/rooms/965972728839907811,Brooklyn,Bushwick,Private room,Private room in rental unit,Small-Multi,short_stay,200.0,191.84,105.31,243.94,0.7347,Uncertain (within plausible range),68.4,Medium,8.16,0.0425,Within 10% of model benchmark
965995992034672989,"Private Floor + Own Entrance, 15 mins to Manhattan",https://www.airbnb.com/rooms/965995992034672989,Brooklyn,Bedford-Stuyvesant,Private room,Private room in rental unit,Small-Multi,short_stay,197.0,183.64,107.0,248.19,0.778,Uncertain (within plausible range),60.6,Medium,13.36,0.0727,Within 10% of model benchmark
966015814531483475,"Private Floor & Own Entrance, 15 mins to Manhattan",https://www.airbnb.com/rooms/966015814531483475,Brooklyn,Bedford-Stuyvesant,Private room,Private room in rental unit,Individual,short_stay,203.0,192.98,125.11,251.38,0.6613,Uncertain (within plausible range),81.0,Medium,10.02,0.0519,Within 10% of model benchmark
957818857975204814,ONE bdrm in my TWO bdrm apt in Chelsea (23/7),https://www.airbnb.com/rooms/957818857975204814,Manhattan,Chelsea,Private room,Private room in rental unit,Small-Multi,short_stay,562.5,288.76,188.23,328.24,0.5149,Confident: lower price,95.3,Medium,273.74,0.948,Above model benchmark (review price)
957945358641843537,Neat Room in Bed-Stuy/Bushwick,https://www.airbnb.com/rooms/957945358641843537,Brooklyn,Bedford-Stuyvesant,Private room,Private room in home,Individual,short_stay,137.0,163.22,104.08,231.8,0.7845,Uncertain (within plausible range),59.3,Medium,-26.22,-0.1606,Below model benchmark (review price)
957997561762518256,Charming Astoria Cozy Urban Retreat,https://www.airbnb.com/rooms/957997561762518256,Queens,Astoria,Entire home/apt,Entire home,Individual,short_stay,455.0,430.43,305.37,620.65,0.7218,Uncertain (within plausible range),71.0,Medium,24.57,0.0571,Within 10% of model benchmark
958019510453136553,Downtown Sanctuary w/ Comfy King Bed,https://www.airbnb.com/rooms/958019510453136553,Manhattan,Lower East Side,Entire home/apt,Entire loft,Individual,short_stay,647.43,404.26,219.08,622.23,0.9738,Confident: lower price,26.7,Medium,243.17,0.6015,Above model benchmark (review price)
958556618665753499,Near LaGuardia Airport + Free Shuttle. Café. Gym.,https://www.airbnb.com/rooms/958556618665753499,Queens,Flushing,Private room,Room in hotel,Small-Multi,short_stay,187.39,203.3,99.35,238.99,0.7018,Uncertain (within plausible range),74.7,Medium,-15.91,-0.0782,Within 10% of model benchmark
958558125469831900,Close to Citi Field + Airport Shuttle. Café. Gym.,https://www.airbnb.com/rooms/958558125469831900,Queens,Flushing,Private room,Room in hotel,Small-Multi,short_stay,227.62,204.16,113.3,302.46,0.9239,Uncertain (within plausible range),34.1,Medium,23.46,0.1149,Above model benchmark (review price)
