id,last_scraped,listing_first_review_date,listing_last_review_date,host_id,host_experience_years,listing_name,listing_url,borough,neighborhood,latitude,longitude,room_type,property_type,max_guests,bedrooms,beds,bathrooms,bedrooms_imputed,beds_imputed,bathrooms_imputed,nightly_price,days_available_next_365,min_nights,max_nights,is_monthly_rental(min_nights>28),total_reviews,reviews_last_12mo,reviews_last_30d,reviews_per_month,rating_overall,rating_cleanliness,rating_checkin,rating_communication,rating_location,rating_value,rating_listing_accuracy,is_superhost,host_total_listings,occupancy_rate,estimated_annual_revenue,host_tier,capacity_tier,segment,days_since_last_review,reviews_last_12mo_verified,sentiment_score,has_smoke_alarm,has_wifi,has_carbon_monoxide_alarm,has_hot_water,has_hangers,has_kitchen,has_bed_linens,has_hair_dryer,has_iron,has_essentials,has_dishes_and_silverware,has_microwave,has_refrigerator,has_cooking_basics,has_dedicated_workspace,has_air_conditioning,has_shampoo,has_heating,has_self_check_in,has_fire_extinguisher,occupancy_Jan,occupancy_Feb,occupancy_Mar,occupancy_Apr,occupancy_May,occupancy_Jun,occupancy_Jul,occupancy_Aug,occupancy_Sep,occupancy_Oct,occupancy_Nov,occupancy_Dec,occupancy_rate_calendar
27057790,6/14/26,10/26/19,7/14/25,19303369,11,EXC Location & Huge duplex  Apt,https://www.airbnb.com/rooms/27057790,Queens,Woodside,40.74304,-73.90301,Private room,Private room in home,2,1,1,2,1,0,0,53.1,32,30,1125,1,7,1,0,0.09,4.43,3.86,4.71,4.57,4.14,3.71,4.14,f,239,60,3186,Enterprise,small,Queens | Private room | small,335,1,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0.9667,0,1,1,1,1,1,0.9123
27067463,6/15/26,9/6/21,12/18/25,2688409,13,Private Room Brooklyn. Near Miamonidis Hospital.,https://www.airbnb.com/rooms/27067463,Brooklyn,Borough Park,40.6431,-74.00045,Private room,Private room in condo,1,1,1,1,1,0,0,65.77,300,31,45,1,16,3,0,0.28,4.75,4.81,5,4.94,4.69,4.56,4.81,f,1,186,12233,Individual,small,Brooklyn | Private room | small,178,3,4.4,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0.5,0.7419,0.871,0,0,0,0,0.1781
26475612,6/14/26,7/16/18,5/15/26,73570025,9,Perfect location for NYC getaway,https://www.airbnb.com/rooms/26475612,Brooklyn,Williamsburg,40.71821,-73.94442,Entire home/apt,Entire rental unit,2,1,1,1,1,0,0,138.09,164,30,1125,1,277,1,1,2.87,4.66,4.66,4.92,4.96,4.92,4.62,4.81,f,5,60,8285,Small-Multi,small,Brooklyn | Entire home/apt | small,30,1,4.2,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0.9667,0,0,0,0,0,0.6774,0.5507
26476892,6/15/26,9/11/18,5/31/26,199118646,7,Bedroom & Private Bathroom in Brooklyn!,https://www.airbnb.com/rooms/26476892,Brooklyn,Borough Park,40.64733,-73.995083,Private room,Private room in condo,2,1,1,1,1,0,0,170.27,38,1,1125,0,245,35,3,2.59,4.86,4.8,4.84,4.89,4.52,4.77,4.91,t,1,255,43419,Individual,small,Brooklyn | Private room | small,14,35,4,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0.6452,0.129,1,1,1,1,0.8959
26488849,6/14/26,7/22/18,5/31/26,3620972,13,Peaceful Brooklyn Garden Sanctuary (Monthly Only),https://www.airbnb.com/rooms/26488849,Brooklyn,Crown Heights,40.6731506,-73.9413674,Entire home/apt,Entire rental unit,3,1,1,1,0,0,0,111.72,125,30,35,1,48,2,1,0.5,4.83,4.77,4.98,5,4.52,4.63,4.92,t,2,120,13406,Small-Multi,medium,Brooklyn | Entire home/apt | medium,14,2,4.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.9667,0.9677,0,1,0,0,0,0.6575
25734018,6/15/26,6/18/18,5/24/26,34758216,8,Guest Suite in Park Slope Brownstone,https://www.airbnb.com/rooms/25734018,Brooklyn,Park Slope,40.6770204,-73.975084,Private room,Private room in condo,2,2,3,2,0,0,0,458.76,16,1,28,0,339,44,2,3.48,4.96,4.95,4.96,4.9,4.97,4.78,4.96,t,1,255,116984,Individual,small,Brooklyn | Private room | small,21,44,4.8,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0.9677,0.8929,1,1,1,0.8,0.8387,0.9677,1,1,1,1,0.9562
25771285,6/14/26,6/30/18,12/31/25,8124038,11,Big bright guest room in West Harlem,https://www.airbnb.com/rooms/25771285,Manhattan,Harlem,40.8284,-73.93931,Private room,Private room in rental unit,2,1,1,1,1,0,0,73.31,190,30,1125,1,44,2,0,0.45,4.77,4.73,4.91,4.86,4.8,4.7,4.84,f,1,120,8797,Individual,small,Manhattan | Private room | small,165,2,4.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0.6774,1,1,1,1,1,0.0333,0,0,0,0.4795
27088022,6/15/26,8/5/18,3/2/26,103450258,9,Bright and Spacious Gorgeous Home,https://www.airbnb.com/rooms/27088022,Staten Island,Willowbrook,40.59919,-74.13389,Entire home/apt,Entire home,8,4,6,2.5,0,0,0,238.97,326,30,1125,1,54,1,0,0.56,4.56,4.59,4.83,4.78,4.48,4.5,4.56,t,3,60,14338,Small-Multi,large,Staten Island | Entire home/apt | large,104,1,4.6,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0.6667,0.6129,0,0,0,0,0,0.1068
27088254,6/15/26,9/26/18,6/5/26,3191371,11,Chez Jesse Vacation Spot - Loft,https://www.airbnb.com/rooms/27088254,Manhattan,East Harlem,40.80825,-73.93708,Private room,Private room in rental unit,2,1,2,1,1,0,0,216,198,2,1125,0,267,32,4,2.84,4.83,4.9,4.89,4.94,4.31,4.76,4.87,t,2,255,55080,Small-Multi,small,Manhattan | Private room | small,9,32,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0968,0,0.1613,0,0,0.5333,0.9677,0.9355,0.7333,0.8065,0.5667,0.6452,0.4575
27089541,6/14/26,9/1/18,1/1/26,144008701,8,Monthly Giant Room-Next to A-B-C-D-Washer & Dryer,https://www.airbnb.com/rooms/27089541,Manhattan,Harlem,40.82429,-73.94602,Private room,Private room in rental unit,1,1,1,1,1,0,0,60.01,257,30,730,1,16,2,0,0.17,5,4.88,5,5,4.94,4.75,4.88,t,8,120,7201,Mid-Multi,small,Manhattan | Private room | small,164,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0.5667,1,1,0.9667,0,0,0,0.2959
26496511,6/14/26,8/4/18,9/15/25,2610706,13,Beautiful luxury loft studio at best location,https://www.airbnb.com/rooms/26496511,Brooklyn,Williamsburg,40.72143,-73.96344,Entire home/apt,Entire rental unit,2,1,1,1,1,0,0,257.03,107,30,45,1,3,1,0,0.03,5,4.33,5,5,5,4.67,5,f,1,60,15422,Individual,small,Brooklyn | Entire home/apt | small,272,1,5,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0.5,0,0,0,1,1,1,0.7068
26499746,6/14/26,8/22/25,5/30/26,23827868,11,Grand Apartment UWS,https://www.airbnb.com/rooms/26499746,Manhattan,Upper West Side,40.78970080591386,-73.97757706,Entire home/apt,Entire rental unit,1,1,1,1,0,0,0,203.72,130,30,365,1,2,2,1,0.2,5,4.5,5,5,5,4,4.5,t,1,120,24446,Individual,small,Manhattan | Entire home/apt | small,15,2,4.5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0.7667,0.5484,0.7419,0,0,0,0.6774,0.6438
26500082,6/14/26,8/1/21,4/4/26,137358866,8,Room in 3BR2BA Woodside apt w/own bath near subway,https://www.airbnb.com/rooms/26500082,Queens,Woodside,40.74221,-73.90223,Private room,Private room in rental unit,2,1,1,1,1,0,0,88.08,308,30,365,1,12,5,0,0.2,4.92,4.75,4.92,4.83,4.83,4.67,4.83,t,157,255,22460,Enterprise,small,Queens | Private room | small,71,5,4.8,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0.5667,1,0.2903,0,0,0,0,0.1562
26552832,6/14/26,10/15/18,5/18/26,137358866,8,Room 4 min to 6 line 110 St Sta near Central Park,https://www.airbnb.com/rooms/26552832,Manhattan,East Harlem,40.79362,-73.94101,Private room,Private room in rental unit,1,1,1,1,1,0,0,63.88,317,30,365,1,17,1,1,0.18,4.76,4.53,4.94,4.94,4.71,4.82,4.88,t,157,60,3833,Enterprise,small,Manhattan | Private room | small,27,1,5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0.5667,1,0,0,0,0,0,0.1315
25779464,6/14/26,8/18/18,5/1/26,137358866,8,Room in 3BR1BA Harlem apt -> 2 3 train 135 Station,https://www.airbnb.com/rooms/25779464,Manhattan,Harlem,40.81283,-73.94194,Private room,Private room in rental unit,1,1,1,1,1,0,0,58.21,319,30,365,1,19,4,0,0.2,4.89,4.74,4.95,5,4.84,4.63,4.95,t,157,240,13970,Enterprise,small,Manhattan | Private room | small,44,4,4.8,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0.5667,0.9355,0,0,0,0,0,0.126
25781295,6/14/26,6/17/18,2/28/26,58234433,10,Big private room in Sunnyside NYC 7 min Subway,https://www.airbnb.com/rooms/25781295,Queens,Sunnyside,40.73517,-73.92008,Private room,Private room in home,2,1,1,1,1,0,0,64.31,334,30,1125,1,88,1,0,0.9,4.66,4.53,4.84,4.8,4.8,4.61,4.73,f,6,60,3859,Mid-Multi,small,Queens | Private room | small,106,1,4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0.4667,0.5484,0,0,0,0,0,0.0849
25781535,6/15/26,6/13/18,5/17/26,58234433,10,Great private room in NYC 20 min to Manhattan,https://www.airbnb.com/rooms/25781535,Queens,Sunnyside,40.73492,-73.91991,Private room,Private room in home,2,1,1,1,1,0,0,298.33,365,1,1125,0,132,10,1,1.35,4.67,4.53,4.9,4.83,4.73,4.61,4.77,f,6,128,38186,Mid-Multi,small,Queens | Private room | small,28,10,4.2,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25782818,6/14/26,4/11/22,4/30/26,7834371,4,Clean and Cozy Apartment in heart of West Village,https://www.airbnb.com/rooms/25782818,Manhattan,West Village,40.73825,-74.00835,Entire home/apt,Entire condo,1,1,1,1,1,0,0,126.13,52,30,1125,1,34,6,0,0.67,4.74,4.44,4.88,4.91,4.97,4.71,4.91,f,1,255,32163,Individual,small,Manhattan | Entire home/apt | small,45,6,4.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0.3226,0.8575
25784618,6/15/26,11/20/21,6/10/26,3353295,4,Sunny Apartment on Saint Mary’s Park,https://www.airbnb.com/rooms/25784618,Bronx,Mott Haven,40.81004,-73.91177,Entire home/apt,Entire rental unit,4,2,2,1,0,0,0,277,33,1,1125,0,74,39,4,1.33,4.88,4.93,4.97,4.96,4.49,4.8,4.91,f,1,255,70635,Individual,medium,Bronx | Entire home/apt | medium,4,39,4.2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0.9667,0.9032,0.5806,0.4667,1,1,1,0.9096
25813796,6/14/26,9/23/18,12/14/25,131777975,9,Fanta Sea Home 2,https://www.airbnb.com/rooms/25813796,Brooklyn,Brownsville,40.66513,-73.91682,Private room,Private room in home,2,1,1,1,1,0,0,55.86,285,30,1125,1,50,2,0,0.53,4.6,4.74,4.78,4.72,4.4,4.56,4.74,f,2,120,6703,Small-Multi,small,Brooklyn | Private room | small,182,2,4.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.5667,1,1,0.0333,0,0,0,0.2192
25837024,6/14/26,5/8/21,8/1/25,56488633,10,"Private Bedroom, one block from Central Park.",https://www.airbnb.com/rooms/25837024,Manhattan,Harlem,40.79918,-73.95279,Private room,Private room in rental unit,1,1,1,1,0,0,0,79.1,32,30,60,1,23,1,0,0.37,4.96,5,5,5,4.48,5,4.96,f,1,60,4746,Individual,small,Manhattan | Private room | small,317,1,5,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0.9677,0,1,1,1,1,0.9123
25842433,6/15/26,7/1/18,6/8/26,48183551,10,1 Person Business Room * Cozy and Nice,https://www.airbnb.com/rooms/25842433,Queens,Elmhurst,40.74363229423362,-73.88170285,Private room,Private room in home,1,1,1,1,1,0,0,121.25,318,4,20,0,193,21,2,1.99,4.97,4.99,4.98,4.99,4.92,4.96,4.98,t,5,255,30919,Small-Multi,small,Queens | Private room | small,6,21,4.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0.4667,0.4839,0.2903,0.3,0,0,0,0.1288
26602263,6/23/26,7/26/18,8/22/25,21816318,10,Quiet Bedroom in Prime Harlem Location.,https://www.airbnb.com/rooms/26602263,Manhattan,Harlem,40.80116,-73.95043,Private room,Private room in rental unit,1,1,1,1,1,1,0,60.17,45,30,1125,1,123,1,0,1.28,4.11,3.61,4.53,4.57,4.5,4.24,4.36,f,1,60,3610,Individual,small,Manhattan | Private room | small,296,1,4.2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0.0357,0.4194,1,1,1,1,1,1,1,1,1,0.8767
26608302,6/14/26,8/15/19,7/5/25,137358866,8,"Room in 3BR/2BA Woodside apt, 4 min to 61, 7 train",https://www.airbnb.com/rooms/26608302,Queens,Woodside,40.74679,-73.9066,Private room,Private room in rental unit,1,1,1,1,1,0,0,69.82,347,30,365,1,12,1,0,0.14,4.83,4.67,4.83,4.92,4.75,4.5,4.75,t,157,60,4189,Enterprise,small,Queens | Private room | small,344,1,4.6,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0.5667,0.0323,0,0,0,0,0,0.0493
26655705,6/15/26,7/26/18,5/23/26,24195130,7,Cesar's Palace (perfect for RNs and Grad students),https://www.airbnb.com/rooms/26655705,Bronx,Pelham Gardens,40.85994,-73.83667,Entire home/apt,Entire rental unit,6,2,4,1,0,0,0,124.22,326,30,1125,1,148,4,1,1.54,4.91,4.89,4.98,4.99,4.86,4.9,4.95,t,1,240,29813,Individual,large,Bronx | Entire home/apt | large,22,4,4.8,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0.2,1,0.0645,0,0,0,0,0.1068
25868383,6/14/26,7/31/18,5/5/26,137358866,8,"Room in 3BR1BA Apt 4 mins, 6 train 110 St Station",https://www.airbnb.com/rooms/25868383,Manhattan,East Harlem,40.79277,-73.94161,Private room,Private room in rental unit,1,1,1,1,1,0,0,77.68,343,30,365,1,17,1,0,0.18,4.82,4.53,4.94,5,4.41,4.59,4.82,t,157,60,4661,Enterprise,small,Manhattan | Private room | small,40,1,4.6,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0.5667,0.1613,0,0,0,0,0,0.0603
25871304,6/14/26,8/11/19,7/29/25,137358866,8,Room in 4BR1BA Apt near 135 St (2 3 train),https://www.airbnb.com/rooms/25871304,Manhattan,Harlem,40.81091,-73.9416,Private room,Private room in rental unit,1,1,1,1,1,0,0,78.77,355,30,700,1,14,1,0,0.17,4.79,4.71,5,5,4.64,4.64,5,t,157,60,4726,Enterprise,small,Manhattan | Private room | small,320,1,5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0.3333,0,0,0,0,0,0,0.0274
27211525,6/15/26,8/12/18,11/22/25,204915695,7,Brooklyn Home convenient to everywhere,https://www.airbnb.com/rooms/27211525,Brooklyn,Sunset Park,40.63894,-74.0088,Private room,Private room in condo,1,1,1,1,1,0,0,121.53,364,30,60,1,99,1,0,1.04,4.81,4.78,4.92,4.78,4.69,4.8,4.86,t,2,60,7292,Small-Multi,small,Brooklyn | Private room | small,204,1,4.4,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.0333,0,0,0,0,0,0,0.0027
27291497,6/14/26,9/29/18,5/20/26,194684765,7,Sterling Court | 3BR/2.5BA Brownstone Duplex,https://www.airbnb.com/rooms/27291497,Brooklyn,Bedford-Stuyvesant,40.68762,-73.94259,Entire home/apt,Entire rental unit,6,3,5,2.5,0,0,0,232.56,318,30,180,1,110,6,1,1.17,4.91,4.9,4.97,4.96,4.47,4.74,4.89,t,1,255,59303,Individual,large,Brooklyn | Entire home/apt | large,25,6,4.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0.5667,0.9677,0,0,0,0,0,0.1288
25917853,6/14/26,7/6/18,5/9/26,94363111,7,Convenient Modern Brooklyn Studio Space by Park,https://www.airbnb.com/rooms/25917853,Brooklyn,Prospect-Lefferts Gardens,40.66156,-73.95902,Private room,Private room in guest suite,2,1,2,1,1,0,0,148,303,30,365,1,101,4,0,1.04,4.93,4.97,5,4.97,4.91,4.87,4.95,t,1,240,35520,Individual,small,Brooklyn | Private room | small,36,4,4.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0.5667,1,0.4516,0,0,0,0,0.1699
26688045,6/14/26,8/6/20,5/16/26,137358866,8,Room in 4BR/1.5BA Woodside Apt 4 min>52St 7 train,https://www.airbnb.com/rooms/26688045,Queens,Woodside,40.74444,-73.90843,Private room,Private room in rental unit,1,1,1,1,1,0,0,64.74,332,30,365,1,16,5,1,0.22,4.75,4.81,4.75,4.81,4.56,4.5,4.88,t,157,255,16509,Enterprise,small,Queens | Private room | small,29,5,4.2,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0.5667,0.5161,0,0,0,0,0,0.0904
26690336,6/14/26,3/1/19,4/6/26,137358866,8,"Room in 4BR1BA Sunnyside APT, 11 min 7 train 46 St",https://www.airbnb.com/rooms/26690336,Queens,Sunnyside,40.73696,-73.9205,Private room,Private room in rental unit,1,1,1,1,1,0,0,77.31,343,30,365,1,20,5,0,0.23,5,4.95,5,5,4.9,4.85,4.95,t,157,255,19714,Enterprise,small,Queens | Private room | small,69,5,4.8,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0.5667,0.1613,0,0,0,0,0,0.0603
26741585,6/15/26,9/11/18,5/30/26,62587696,9,Super Convenient Park Slope Room (subway - 2 min.),https://www.airbnb.com/rooms/26741585,Brooklyn,Gowanus,40.66978,-73.99045,Private room,Private room in rental unit,1,1,1,1,1,0,0,205,92,1,1125,0,450,59,4,4.76,4.96,4.98,4.97,4.98,4.93,4.91,4.97,t,2,255,52275,Small-Multi,small,Brooklyn | Private room | small,15,60,5,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0.9667,0.6774,0.6129,0.6333,0.2581,0.2,0.6452,0.7479
26741642,6/14/26,2/17/19,9/30/25,3073952,7,Luxury Historic Brooklyn Apt in Bed Stuy,https://www.airbnb.com/rooms/26741642,Brooklyn,Bedford-Stuyvesant,40.68269,-73.91188,Entire home/apt,Entire rental unit,7,3,4,1,0,0,0,202.13,43,30,1125,1,57,1,0,0.64,4.91,4.86,4.84,4.81,4.63,4.89,4.95,t,3,60,12128,Small-Multi,large,Brooklyn | Entire home/apt | large,257,1,5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0.0323,0.5667,1,1,1,1,1,1,0.8822
25943177,6/14/26,9/19/18,9/17/25,58234433,10,"Lovely room with private bathroom, near Manhattan",https://www.airbnb.com/rooms/25943177,Queens,Sunnyside,40.73498,-73.91854,Private room,Private room in home,2,1,3,1,1,0,0,85.98,324,30,1125,1,87,1,0,0.92,4.79,4.71,4.87,4.86,4.83,4.7,4.83,f,6,60,5159,Mid-Multi,small,Queens | Private room | small,270,1,4.8,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0.5667,0.6774,0.0968,0,0,0,0,0.1123
27295492,6/14/26,8/5/18,6/30/25,203982404,7,HARLEM REBIRTH OF COOL,https://www.airbnb.com/rooms/27295492,Manhattan,East Harlem,40.80732,-73.94025,Private room,Private room in rental unit,2,1,1,1,1,0,0,88.5,240,30,1125,1,70,1,0,0.73,4.6,4.57,4.81,4.77,4.73,4.6,4.69,f,6,60,5310,Mid-Multi,small,Manhattan | Private room | small,349,1,4.8,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0.6774,1,1,0.5,0.9032,0,0,0,0,0,0.3425
27308432,6/14/26,8/14/18,1/11/26,14297465,7,Mid-century modern garden oasis,https://www.airbnb.com/rooms/27308432,Brooklyn,Crown Heights,40.6732,-73.95531,Entire home/apt,Entire rental unit,4,1,2,1,0,0,0,181.03,103,30,1125,1,91,3,0,0.95,4.99,5,4.98,5,4.97,4.93,4.99,t,1,180,32585,Individual,medium,Brooklyn | Entire home/apt | medium,154,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.9,1,0.3548,0.7,0,0,0.6774,0.7178
27312914,6/15/26,7/30/18,5/28/26,205745676,7,Private room w/ private bath. In mid Flushing,https://www.airbnb.com/rooms/27312914,Queens,Flushing,40.75951,-73.82139,Private room,Private room in home,2,1,1,1,1,0,0,160,316,1,1125,0,350,35,3,3.65,4.88,4.92,4.93,4.91,4.75,4.81,4.91,t,6,255,40800,Mid-Multi,small,Queens | Private room | small,17,35,5,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0.0968,0,0,0,0,0.5,0.3548,0.1613,0.4333,0,0,0.0645,0.1342
27314650,6/15/26,8/6/18,6/9/26,205745676,7,Gorgeous room. private-bath. In room Mid Flushing.,https://www.airbnb.com/rooms/27314650,Queens,Flushing,40.7577,-73.81925,Private room,Private room in home,2,1,1,1,1,0,0,166,302,1,1125,0,365,54,7,3.81,4.9,4.95,4.95,4.92,4.74,4.81,4.91,t,6,255,42330,Mid-Multi,small,Queens | Private room | small,5,54,4.6,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0.3667,0.7742,0.3226,0.6,0,0,0,0.1726
27329928,6/14/26,1/5/19,8/8/25,137358866,8,Room in 3BR2BA Elevator Apt 4 min to 61 St station,https://www.airbnb.com/rooms/27329928,Queens,Woodside,40.74654,-73.90825,Private room,Private room in rental unit,1,1,1,1,1,0,0,71.35,278,30,365,1,19,1,0,0.21,4.95,4.95,5,4.95,4.95,4.68,4.95,t,157,60,4281,Enterprise,small,Queens | Private room | small,310,1,5,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0.5667,1,1,0.2667,0,0,0,0.2384
25963570,6/15/26,6/15/18,5/20/26,52403444,9,"""I LOVE BROOKLYN""  Newly Renovated Studio APT.",https://www.airbnb.com/rooms/25963570,Brooklyn,Bedford-Stuyvesant,40.68966,-73.94624,Entire home/apt,Entire rental unit,2,1,1,1,1,0,0,256,47,1,1125,0,471,42,3,4.83,4.76,4.65,4.91,4.88,4.75,4.71,4.85,f,3,255,65280,Small-Multi,small,Brooklyn | Entire home/apt | small,25,42,4.2,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0.9,0.7419,0.129,0.7,1,1,1,0.8712
25970374,6/14/26,9/6/18,8/25/25,9293730,12,BEAUTIFUL STUDIO ON UPPER EAST SIDE/ CENTRAL PARK,https://www.airbnb.com/rooms/25970374,Manhattan,Upper East Side,40.769516,-73.956444,Entire home/apt,Entire rental unit,2,1,2,1,1,0,0,234.23,349,30,1125,1,34,2,0,0.36,4.71,4.76,4.82,4.85,4.88,4.32,4.82,t,54,120,28108,Enterprise,small,Manhattan | Entire home/apt | small,293,2,4.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0.5333,0,0,0,0,0,0,0.0438
25997748,6/15/26,4/23/21,5/4/26,57257950,10,Studio Deluxe,https://www.airbnb.com/rooms/25997748,Brooklyn,Greenpoint,40.73262,-73.95905,Entire home/apt,Entire rental unit,2,1,1,1,0,0,0,476,307,3,1125,0,54,17,0,0.86,4.67,4.87,4.74,4.69,4.83,4.44,4.56,t,3,218,103768,Small-Multi,small,Brooklyn | Entire home/apt | small,41,17,4.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0.0323,0.4643,0.6774,0.1667,0,0.1,0.1935,0.0968,0.0667,0,0.0333,0.0968,0.1589
26743923,6/14/26,8/5/18,3/1/26,164291123,8,Freehand New York - Private Bunk Room,https://www.airbnb.com/rooms/26743923,Manhattan,Flatiron District,40.7403,-73.98599,Private room,Room in boutique hotel,4,1,4,0,0,0,0,298,286,1,10,0,527,10,0,5.51,4.65,4.72,4.81,4.56,4.86,4.44,4.66,f,6,128,38144,Mid-Multi,medium,Manhattan | Private room | medium,105,10,4.6,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0.0714,0.0323,1,1,0.4667,0,0,0,0.0323,0,0,0.2164
26747248,6/15/26,7/26/18,6/4/26,3830753,13,Red Hook private suite in a home,https://www.airbnb.com/rooms/26747248,Brooklyn,Red Hook,40.67617,-74.01191,Private room,Private room in home,2,1,2,1,0,0,0,270.33,230,3,30,0,141,27,3,1.47,4.82,4.87,4.97,4.94,4.61,4.75,4.9,t,2,255,68934,Small-Multi,small,Brooklyn | Private room | small,10,27,4.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0.6452,1,1,0.9,0.1613,0.2258,0,0.3871,0.1,0,0.3699
26002246,6/23/26,8/3/19,12/24/25,83786650,8,Fully furnished apartment in a convenient location,https://www.airbnb.com/rooms/26002246,Manhattan,Upper East Side,40.75934,-73.96075,Entire home/apt,Entire rental unit,2,1,1,1,1,1,0,58.9,255,60,360,1,9,1,0,0.11,4.89,4.89,4.89,5,4.89,4.78,4.89,f,15,120,7068,Mid-Multi,small,Manhattan | Entire home/apt | small,172,1,4.8,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0.2667,0.0323,0.8065,1,1,0.5,0,0.3014
27343189,6/15/26,8/7/18,12/8/25,204036615,7,Jay's Studio Apartment,https://www.airbnb.com/rooms/27343189,Bronx,Allerton,40.8693,-73.85644,Entire home/apt,Entire guest suite,2,1,1,1,0,0,0,77.29,263,31,180,1,158,1,0,1.65,4.77,4.83,4.96,4.89,4.74,4.76,4.83,f,1,62,4792,Individual,small,Bronx | Entire home/apt | small,188,1,4.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0.6452,1,1,0.7,0,0,0,0,0,0,0.2795
