segment,n_listings,R2_log,R2_price,MAE_USD,RMSE_USD,Median_APE
short_stay,4008,0.6047205713691878,0.4195275328039385,124.07232200723637,275.2405439679942,0.2510095097037204
monthly,5744,0.7057528137711668,0.49024283748732833,47.43314187137177,107.10146538317328,0.20928723081667489
