segment,n_listings,R2_log,R2_price,MAE_USD,RMSE_USD,Median_APE,Median_prediction_uncertainty_pct
short_stay,4008,0.6049466091264513,0.41906165374503646,124.07508083086002,275.3509739147186,0.2509714601860634,0.27648265574001246
monthly,5744,0.7057566928970119,0.4885029490907593,47.42904615317693,107.28408749704627,0.21087770341518228,0.2277377586258998
