listing_id,segment,match_method,n_peers,n_high_performers,my_occupancy_days,peer_high_occupancy_days,occupancy_gap_days,missing_amenities_vs_peers,n_missing_amenities,predicted_fair_price_usd,residual_usd,pricing_signal
18550867,Bronx | Entire home/apt | large,exact_cohort,23,8,255,250.0,-5.0,fire_extinguisher,1,546.29,-182.29,Below fair value (underpriced)
17981267,Bronx | Entire home/apt | large,exact_cohort,23,8,60,250.0,190.0,kitchen; cooking_basics; air_conditioning; self_check_in,4,145.8,-13.54,Below fair value (underpriced)
26655705,Bronx | Entire home/apt | large,exact_cohort,23,8,240,250.0,10.0,wifi; dedicated_workspace,2,171.8,-47.58,Below fair value (underpriced)
31932152,Bronx | Entire home/apt | large,exact_cohort,23,8,120,250.0,130.0,dedicated_workspace; self_check_in; fire_extinguisher,3,180.75,6.43,Above fair value (overpriced)
50073875,Bronx | Entire home/apt | large,exact_cohort,23,8,60,250.0,190.0,wifi; bed_linens; dedicated_workspace; air_conditioning; self_check_in; fire_extinguisher,6,144.86,25.37,Above fair value (overpriced)
54007743,Bronx | Entire home/apt | large,exact_cohort,23,8,60,250.0,190.0,air_conditioning; shampoo,2,218.04,-6.05,Below fair value (underpriced)
613625022147622040,Bronx | Entire home/apt | large,exact_cohort,23,8,60,250.0,190.0,hair_dryer; iron; dedicated_workspace; air_conditioning; shampoo; self_check_in,6,276.67,-29.62,Below fair value (underpriced)
640550903674715854,Bronx | Entire home/apt | large,exact_cohort,23,8,180,250.0,70.0,wifi; air_conditioning; shampoo; fire_extinguisher,4,181.24,-38.24,Below fair value (underpriced)
681340518773187020,Bronx | Entire home/apt | large,exact_cohort,23,8,60,250.0,190.0,(none),0,251.88,-10.29,Below fair value (underpriced)
753356086346283078,Bronx | Entire home/apt | large,exact_cohort,23,8,60,250.0,190.0,iron; self_check_in,2,139.82,-8.92,Below fair value (underpriced)
767521098040013680,Bronx | Entire home/apt | large,exact_cohort,23,8,255,250.0,-5.0,(none),0,353.41,182.59,Above fair value (overpriced)
777802203255436038,Bronx | Entire home/apt | large,exact_cohort,23,8,230,250.0,20.0,air_conditioning; shampoo,2,887.84,-143.17,Below fair value (underpriced)
800620149781852857,Bronx | Entire home/apt | large,exact_cohort,23,8,179,250.0,71.0,hair_dryer; iron; microwave,3,417.17,-44.17,Below fair value (underpriced)
811811665116059750,Bronx | Entire home/apt | large,exact_cohort,23,8,60,250.0,190.0,air_conditioning,1,213.24,-81.57,Below fair value (underpriced)
1066911214449074405,Bronx | Entire home/apt | large,exact_cohort,23,8,255,250.0,-5.0,hangers; hair_dryer; iron; essentials; cooking_basics; shampoo; self_check_in; fire_extinguisher,8,321.01,186.99,Above fair value (overpriced)
1116930231790877712,Bronx | Entire home/apt | large,exact_cohort,23,8,205,250.0,45.0,hangers; essentials; self_check_in,3,538.2,-201.55,Below fair value (underpriced)
1124639976631699519,Bronx | Entire home/apt | large,exact_cohort,23,8,255,250.0,-5.0,air_conditioning,1,333.39,18.61,Above fair value (overpriced)
1241285636941190175,Bronx | Entire home/apt | large,exact_cohort,23,8,180,250.0,70.0,(none),0,208.96,-38.65,Below fair value (underpriced)
1294484908559399175,Bronx | Entire home/apt | large,exact_cohort,23,8,60,250.0,190.0,hot_water; hair_dryer; iron; essentials; dishes_and_silverware; microwave; cooking_basics; dedicated_workspace; shampoo; self_check_in; fire_extinguisher,11,155.7,46.36,Above fair value (overpriced)
1324196587232498954,Bronx | Entire home/apt | large,exact_cohort,23,8,180,250.0,70.0,carbon_monoxide_alarm; iron; essentials; dedicated_workspace; shampoo,5,167.63,-36.73,Below fair value (underpriced)
1353697223094683161,Bronx | Entire home/apt | large,exact_cohort,23,8,255,250.0,-5.0,dedicated_workspace; shampoo; fire_extinguisher,3,235.82,50.18,Above fair value (overpriced)
1518103931677643407,Bronx | Entire home/apt | large,exact_cohort,23,8,255,250.0,-5.0,dedicated_workspace,1,413.5,-139.62,Below fair value (underpriced)
1606607439951565384,Bronx | Entire home/apt | large,exact_cohort,23,8,128,250.0,122.0,air_conditioning,1,365.76,-13.76,Below fair value (underpriced)
6726337,Bronx | Entire home/apt | medium,exact_cohort,49,16,180,225.0,45.0,(none),0,123.47,-0.84,Below fair value (underpriced)
11138823,Bronx | Entire home/apt | medium,exact_cohort,49,16,120,225.0,105.0,bed_linens; self_check_in; fire_extinguisher,3,97.25,11.34,Above fair value (overpriced)
16428383,Bronx | Entire home/apt | medium,exact_cohort,49,16,120,225.0,105.0,wifi; refrigerator; air_conditioning,3,159.29,-13.78,Below fair value (underpriced)
25784618,Bronx | Entire home/apt | medium,exact_cohort,49,16,255,225.0,-30.0,microwave; air_conditioning,2,409.58,-132.58,Below fair value (underpriced)
30109916,Bronx | Entire home/apt | medium,exact_cohort,49,16,120,225.0,105.0,refrigerator; air_conditioning,2,148.39,-46.99,Below fair value (underpriced)
31201815,Bronx | Entire home/apt | medium,exact_cohort,49,16,120,225.0,105.0,hair_dryer; iron; air_conditioning; fire_extinguisher,4,138.67,-30.91,Below fair value (underpriced)
31236046,Bronx | Entire home/apt | medium,exact_cohort,49,16,120,225.0,105.0,bed_linens; dishes_and_silverware; microwave; refrigerator; self_check_in,5,124.68,-3.96,Below fair value (underpriced)
30932236,Bronx | Entire home/apt | medium,exact_cohort,49,16,255,225.0,-30.0,air_conditioning,1,314.71,136.29,Above fair value (overpriced)
36488148,Bronx | Entire home/apt | medium,exact_cohort,49,16,60,225.0,165.0,smoke_alarm; carbon_monoxide_alarm; air_conditioning; self_check_in; fire_extinguisher,5,130.96,-4.21,Below fair value (underpriced)
39612224,Bronx | Entire home/apt | medium,exact_cohort,49,16,60,225.0,165.0,air_conditioning,1,121.12,-32.12,Below fair value (underpriced)
41023393,Bronx | Entire home/apt | medium,exact_cohort,49,16,120,225.0,105.0,wifi; air_conditioning,2,182.71,-59.33,Below fair value (underpriced)
44642468,Bronx | Entire home/apt | medium,exact_cohort,49,16,240,225.0,-15.0,hair_dryer; iron,2,117.83,11.0,Above fair value (overpriced)
46236500,Bronx | Entire home/apt | medium,exact_cohort,49,16,180,225.0,45.0,air_conditioning,1,138.63,-17.41,Below fair value (underpriced)
50918485,Bronx | Entire home/apt | medium,exact_cohort,49,16,60,225.0,165.0,hair_dryer; iron; air_conditioning; fire_extinguisher,4,104.59,-15.09,Below fair value (underpriced)
53150666,Bronx | Entire home/apt | medium,exact_cohort,49,16,13,225.0,212.0,hot_water; kitchen; dishes_and_silverware; refrigerator; cooking_basics; air_conditioning; fire_extinguisher,7,210.19,-19.19,Below fair value (underpriced)
53418934,Bronx | Entire home/apt | medium,exact_cohort,49,16,120,225.0,105.0,air_conditioning; fire_extinguisher,2,110.08,6.94,Above fair value (overpriced)
601341275822151601,Bronx | Entire home/apt | medium,exact_cohort,49,16,120,225.0,105.0,hair_dryer; air_conditioning; self_check_in,3,103.61,-6.61,Below fair value (underpriced)
616867664648376188,Bronx | Entire home/apt | medium,exact_cohort,49,16,120,225.0,105.0,air_conditioning; fire_extinguisher,2,148.66,6.51,Above fair value (overpriced)
642193534164032936,Bronx | Entire home/apt | medium,exact_cohort,49,16,115,225.0,110.0,wifi; air_conditioning; self_check_in,3,333.21,-26.6,Below fair value (underpriced)
678794291818450722,Bronx | Entire home/apt | medium,exact_cohort,49,16,60,225.0,165.0,bed_linens; air_conditioning,2,146.45,-15.25,Below fair value (underpriced)
692931991563879774,Bronx | Entire home/apt | medium,exact_cohort,49,16,120,225.0,105.0,bed_linens; air_conditioning,2,116.34,18.85,Above fair value (overpriced)
695842144607730490,Bronx | Entire home/apt | medium,exact_cohort,49,16,60,225.0,165.0,hot_water; hair_dryer; iron; air_conditioning,4,113.32,-42.89,Below fair value (underpriced)
754330591139720659,Bronx | Entire home/apt | medium,exact_cohort,49,16,180,225.0,45.0,bed_linens; iron; air_conditioning; fire_extinguisher,4,105.84,22.93,Above fair value (overpriced)
770483747373569378,Bronx | Entire home/apt | medium,exact_cohort,49,16,255,225.0,-30.0,hair_dryer; iron; essentials; dishes_and_silverware; refrigerator; air_conditioning; fire_extinguisher,7,132.52,-25.59,Below fair value (underpriced)
778457317754893437,Bronx | Entire home/apt | medium,exact_cohort,49,16,60,225.0,165.0,hangers,1,195.16,19.64,Above fair value (overpriced)
835034745398769498,Bronx | Entire home/apt | medium,exact_cohort,49,16,60,225.0,165.0,bed_linens,1,106.86,21.57,Above fair value (overpriced)
857103803651618158,Bronx | Entire home/apt | medium,exact_cohort,49,16,60,225.0,165.0,kitchen; air_conditioning,2,128.07,-26.67,Below fair value (underpriced)
901545811560679267,Bronx | Entire home/apt | medium,exact_cohort,49,16,255,225.0,-30.0,hangers; bed_linens; hair_dryer; iron; essentials; dishes_and_silverware; microwave; refrigerator; cooking_basics; fire_extinguisher,10,354.07,-162.82,Below fair value (underpriced)
901609055054730360,Bronx | Entire home/apt | medium,exact_cohort,49,16,255,225.0,-30.0,hangers; bed_linens; refrigerator,3,247.03,1.47,Above fair value (overpriced)
931754909794665307,Bronx | Entire home/apt | medium,exact_cohort,49,16,120,225.0,105.0,wifi; hair_dryer; air_conditioning,3,111.16,-51.99,Below fair value (underpriced)
953648370950219232,Bronx | Entire home/apt | medium,exact_cohort,49,16,60,225.0,165.0,refrigerator; air_conditioning,2,112.39,-6.24,Below fair value (underpriced)
962361429254113252,Bronx | Entire home/apt | medium,exact_cohort,49,16,60,225.0,165.0,carbon_monoxide_alarm; hangers; bed_linens; cooking_basics; fire_extinguisher,5,149.64,-75.23,Below fair value (underpriced)
1009556551598403395,Bronx | Entire home/apt | medium,exact_cohort,49,16,120,225.0,105.0,carbon_monoxide_alarm,1,121.43,17.97,Above fair value (overpriced)
1046372475682855523,Bronx | Entire home/apt | medium,exact_cohort,49,16,102,225.0,123.0,hot_water; kitchen; dishes_and_silverware; refrigerator; cooking_basics; fire_extinguisher,6,308.9,-97.4,Below fair value (underpriced)
1071606997626297526,Bronx | Entire home/apt | medium,exact_cohort,49,16,180,225.0,45.0,hot_water; hangers; bed_linens; hair_dryer; iron; essentials; dishes_and_silverware; microwave; refrigerator; cooking_basics,10,114.05,13.18,Above fair value (overpriced)
1174723353117494997,Bronx | Entire home/apt | medium,exact_cohort,49,16,180,225.0,45.0,(none),0,142.57,-49.56,Below fair value (underpriced)
1176845338133841711,Bronx | Entire home/apt | medium,exact_cohort,49,16,180,225.0,45.0,essentials; refrigerator; self_check_in,3,94.48,26.49,Above fair value (overpriced)
1230413477536936223,Bronx | Entire home/apt | medium,exact_cohort,49,16,255,225.0,-30.0,hair_dryer; essentials,2,366.17,-172.17,Below fair value (underpriced)
1237138206798698945,Bronx | Entire home/apt | medium,exact_cohort,49,16,120,225.0,105.0,carbon_monoxide_alarm; hot_water; hangers; bed_linens; essentials; dishes_and_silverware; microwave; refrigerator; cooking_basics; fire_extinguisher,10,214.73,-104.97,Below fair value (underpriced)
1276211315180548863,Bronx | Entire home/apt | medium,exact_cohort,49,16,240,225.0,-15.0,microwave; refrigerator; self_check_in,3,126.91,-20.71,Below fair value (underpriced)
1282241919059204971,Bronx | Entire home/apt | medium,exact_cohort,49,16,255,225.0,-30.0,hangers; hair_dryer; dishes_and_silverware; cooking_basics; air_conditioning; fire_extinguisher,6,233.48,-55.46,Below fair value (underpriced)
1297422699209994514,Bronx | Entire home/apt | medium,exact_cohort,49,16,255,225.0,-30.0,bed_linens; self_check_in; fire_extinguisher,3,338.19,-87.13,Below fair value (underpriced)
1447202394293809620,Bronx | Entire home/apt | medium,exact_cohort,49,16,120,225.0,105.0,(none),0,169.59,-61.52,Below fair value (underpriced)
1480544808861558185,Bronx | Entire home/apt | medium,exact_cohort,49,16,60,225.0,165.0,hair_dryer,1,140.49,22.31,Above fair value (overpriced)
1492051020588870430,Bronx | Entire home/apt | medium,exact_cohort,49,16,120,225.0,105.0,smoke_alarm; carbon_monoxide_alarm; fire_extinguisher,3,132.54,22.52,Above fair value (overpriced)
1503323338337467118,Bronx | Entire home/apt | medium,exact_cohort,49,16,60,225.0,165.0,smoke_alarm; carbon_monoxide_alarm; hot_water; hangers; bed_linens; hair_dryer; iron; essentials; dishes_and_silverware; microwave; refrigerator; cooking_basics; self_check_in; fire_extinguisher,14,97.32,0.31,Above fair value (overpriced)
1536233779774703175,Bronx | Entire home/apt | medium,exact_cohort,49,16,60,225.0,165.0,hot_water; hangers; bed_linens; hair_dryer; iron; essentials; dishes_and_silverware; microwave; refrigerator; cooking_basics; self_check_in; fire_extinguisher,12,129.25,2.12,Above fair value (overpriced)
1550213654908932795,Bronx | Entire home/apt | medium,exact_cohort,49,16,60,225.0,165.0,smoke_alarm; carbon_monoxide_alarm; iron; fire_extinguisher,4,114.93,15.91,Above fair value (overpriced)
1606867590060873826,Bronx | Entire home/apt | medium,exact_cohort,49,16,60,225.0,165.0,carbon_monoxide_alarm; hair_dryer; essentials; microwave; self_check_in; fire_extinguisher,6,140.39,-26.43,Below fair value (underpriced)
958444,Bronx | Entire home/apt | small,exact_cohort,52,18,240,227.5,-12.5,hair_dryer; air_conditioning; shampoo; self_check_in,4,86.35,17.04,Above fair value (overpriced)
1024647,Bronx | Entire home/apt | small,exact_cohort,52,18,60,227.5,167.5,air_conditioning; shampoo; self_check_in,3,135.61,-29.04,Below fair value (underpriced)
1936633,Bronx | Entire home/apt | small,exact_cohort,52,18,120,227.5,107.5,hair_dryer; air_conditioning; shampoo; self_check_in,4,82.93,20.31,Above fair value (overpriced)
12701430,Bronx | Entire home/apt | small,exact_cohort,52,18,230,227.5,-2.5,refrigerator; air_conditioning,2,244.0,-14.0,Below fair value (underpriced)
15845669,Bronx | Entire home/apt | small,exact_cohort,52,18,180,227.5,47.5,dedicated_workspace; self_check_in,2,97.81,7.29,Above fair value (overpriced)
25255024,Bronx | Entire home/apt | small,exact_cohort,52,18,255,227.5,-27.5,wifi; air_conditioning,2,96.89,-0.28,Below fair value (underpriced)
27343189,Bronx | Entire home/apt | small,exact_cohort,52,18,62,227.5,165.5,dedicated_workspace; air_conditioning; shampoo,3,88.88,-11.59,Below fair value (underpriced)
30021914,Bronx | Entire home/apt | small,exact_cohort,52,18,120,227.5,107.5,air_conditioning,1,102.36,16.31,Above fair value (overpriced)
34667590,Bronx | Entire home/apt | small,exact_cohort,52,18,240,227.5,-12.5,kitchen; cooking_basics; dedicated_workspace; fire_extinguisher,4,81.34,-0.21,Below fair value (underpriced)
41753654,Bronx | Entire home/apt | small,exact_cohort,52,18,180,227.5,47.5,iron; dedicated_workspace; air_conditioning; shampoo,4,83.72,67.0,Above fair value (overpriced)
43468359,Bronx | Entire home/apt | small,exact_cohort,52,18,60,227.5,167.5,bed_linens; dedicated_workspace; self_check_in,3,123.64,-29.09,Below fair value (underpriced)
48382101,Bronx | Entire home/apt | small,exact_cohort,52,18,60,227.5,167.5,hot_water; hangers; bed_linens; hair_dryer; microwave; cooking_basics; dedicated_workspace; shampoo; fire_extinguisher,9,87.8,47.03,Above fair value (overpriced)
50060985,Bronx | Entire home/apt | small,exact_cohort,52,18,60,227.5,167.5,air_conditioning; shampoo,2,99.65,-19.5,Below fair value (underpriced)
49638183,Bronx | Entire home/apt | small,exact_cohort,52,18,120,227.5,107.5,air_conditioning,1,111.74,-31.84,Below fair value (underpriced)
52367668,Bronx | Entire home/apt | small,exact_cohort,52,18,255,227.5,-27.5,hot_water; kitchen; dishes_and_silverware; refrigerator; cooking_basics; air_conditioning; fire_extinguisher,7,190.44,-22.44,Below fair value (underpriced)
52749804,Bronx | Entire home/apt | small,exact_cohort,52,18,77,227.5,150.5,hot_water; kitchen; dishes_and_silverware; refrigerator; cooking_basics; dedicated_workspace; shampoo,7,236.71,13.29,Above fair value (overpriced)
52771412,Bronx | Entire home/apt | small,exact_cohort,52,18,26,227.5,201.5,hot_water; kitchen; dishes_and_silverware; refrigerator; cooking_basics; air_conditioning; shampoo; fire_extinguisher,8,169.54,-32.04,Below fair value (underpriced)
53011236,Bronx | Entire home/apt | small,exact_cohort,52,18,60,227.5,167.5,kitchen; refrigerator; air_conditioning; shampoo,4,84.66,31.37,Above fair value (overpriced)
53538132,Bronx | Entire home/apt | small,exact_cohort,52,18,60,227.5,167.5,microwave; air_conditioning; shampoo; self_check_in,4,89.82,-30.52,Below fair value (underpriced)
565252455567607000,Bronx | Entire home/apt | small,exact_cohort,52,18,60,227.5,167.5,shampoo; fire_extinguisher,2,167.57,-68.99,Below fair value (underpriced)
571085392689494584,Bronx | Entire home/apt | small,exact_cohort,52,18,60,227.5,167.5,refrigerator; air_conditioning,2,108.13,-7.2,Below fair value (underpriced)
592231928282119554,Bronx | Entire home/apt | small,exact_cohort,52,18,180,227.5,47.5,wifi; air_conditioning; shampoo; fire_extinguisher,4,105.62,-9.79,Below fair value (underpriced)
611089534312850631,Bronx | Entire home/apt | small,exact_cohort,52,18,255,227.5,-27.5,wifi; air_conditioning,2,149.32,-71.79,Below fair value (underpriced)
598899258097315370,Bronx | Entire home/apt | small,exact_cohort,52,18,120,227.5,107.5,air_conditioning; shampoo,2,119.41,-36.67,Below fair value (underpriced)
661414349506912943,Bronx | Entire home/apt | small,exact_cohort,52,18,120,227.5,107.5,self_check_in,1,102.49,-11.89,Below fair value (underpriced)
661815525849464198,Bronx | Entire home/apt | small,exact_cohort,52,18,60,227.5,167.5,iron; dedicated_workspace; air_conditioning; shampoo,4,128.1,-44.0,Below fair value (underpriced)
704255897463350082,Bronx | Entire home/apt | small,exact_cohort,52,18,60,227.5,167.5,smoke_alarm; wifi; air_conditioning,3,140.07,-27.1,Below fair value (underpriced)
746852890077275772,Bronx | Entire home/apt | small,exact_cohort,52,18,60,227.5,167.5,air_conditioning,1,107.53,5.67,Above fair value (overpriced)
739314926079159676,Bronx | Entire home/apt | small,exact_cohort,52,18,60,227.5,167.5,hangers; bed_linens; dedicated_workspace; air_conditioning; shampoo; self_check_in; fire_extinguisher,7,102.06,-20.56,Below fair value (underpriced)
788328674800030171,Bronx | Entire home/apt | small,exact_cohort,52,18,60,227.5,167.5,air_conditioning; self_check_in; fire_extinguisher,3,151.95,-29.72,Below fair value (underpriced)
823240139168836992,Bronx | Entire home/apt | small,exact_cohort,52,18,154,227.5,73.5,hot_water; kitchen; dishes_and_silverware; refrigerator; cooking_basics; fire_extinguisher,6,191.72,-46.72,Below fair value (underpriced)
826179887903185453,Bronx | Entire home/apt | small,exact_cohort,52,18,205,227.5,22.5,iron,1,335.82,-93.32,Below fair value (underpriced)
831804006273315173,Bronx | Entire home/apt | small,exact_cohort,52,18,60,227.5,167.5,hangers; bed_linens; hair_dryer; iron; dishes_and_silverware; dedicated_workspace; air_conditioning; self_check_in,8,77.12,-5.44,Below fair value (underpriced)
843665683615037862,Bronx | Entire home/apt | small,exact_cohort,52,18,60,227.5,167.5,bed_linens; hair_dryer; iron; essentials; air_conditioning; shampoo; self_check_in; fire_extinguisher,8,81.53,18.13,Above fair value (overpriced)
862309807710272679,Bronx | Entire home/apt | small,exact_cohort,52,18,255,227.5,-27.5,refrigerator; fire_extinguisher,2,235.43,-86.43,Below fair value (underpriced)
862309850904527778,Bronx | Entire home/apt | small,exact_cohort,52,18,38,227.5,189.5,hot_water; kitchen; dishes_and_silverware; refrigerator; cooking_basics; fire_extinguisher,6,202.74,-35.24,Below fair value (underpriced)
895547053633648514,Bronx | Entire home/apt | small,exact_cohort,52,18,60,227.5,167.5,hot_water; bed_linens; hair_dryer; iron; microwave; refrigerator; air_conditioning; self_check_in; fire_extinguisher,9,87.79,22.84,Above fair value (overpriced)
964420907082026117,Bronx | Entire home/apt | small,exact_cohort,52,18,120,227.5,107.5,hot_water; hangers; bed_linens; hair_dryer; iron; essentials; microwave; cooking_basics; shampoo; self_check_in,10,115.08,-30.57,Below fair value (underpriced)
990528204399198792,Bronx | Entire home/apt | small,exact_cohort,52,18,141,227.5,86.5,hangers; bed_linens; iron; essentials; dishes_and_silverware; refrigerator; dedicated_workspace; shampoo; fire_extinguisher,9,268.42,34.91,Above fair value (overpriced)
1018187128604089650,Bronx | Entire home/apt | small,exact_cohort,52,18,60,227.5,167.5,hair_dryer; iron; dishes_and_silverware; dedicated_workspace; air_conditioning; shampoo; self_check_in,7,84.49,15.08,Above fair value (overpriced)
1027032751654217105,Bronx | Entire home/apt | small,exact_cohort,52,18,60,227.5,167.5,hair_dryer; dedicated_workspace; shampoo,3,90.86,5.51,Above fair value (overpriced)
1034762851428251097,Bronx | Entire home/apt | small,exact_cohort,52,18,77,227.5,150.5,hot_water; kitchen; dishes_and_silverware; refrigerator; cooking_basics; dedicated_workspace; fire_extinguisher,7,199.83,60.67,Above fair value (overpriced)
1036133789600061839,Bronx | Entire home/apt | small,exact_cohort,52,18,26,227.5,201.5,hot_water; kitchen; dishes_and_silverware; refrigerator; cooking_basics; fire_extinguisher,6,172.2,-4.2,Below fair value (underpriced)
1046365844124834792,Bronx | Entire home/apt | small,exact_cohort,52,18,255,227.5,-27.5,hot_water; kitchen; dishes_and_silverware; refrigerator; cooking_basics; fire_extinguisher,6,194.8,-48.3,Below fair value (underpriced)
1064635831979828858,Bronx | Entire home/apt | small,exact_cohort,52,18,255,227.5,-27.5,essentials; microwave,2,107.33,24.39,Above fair value (overpriced)
1185101406435194073,Bronx | Entire home/apt | small,exact_cohort,52,18,240,227.5,-12.5,hair_dryer,1,78.5,35.95,Above fair value (overpriced)
1241470878700755751,Bronx | Entire home/apt | small,exact_cohort,52,18,255,227.5,-27.5,essentials; self_check_in,2,324.08,-38.08,Below fair value (underpriced)
1271384104604188602,Bronx | Entire home/apt | small,exact_cohort,52,18,255,227.5,-27.5,hair_dryer; essentials; dishes_and_silverware; cooking_basics; shampoo,5,92.73,-18.43,Below fair value (underpriced)
1294910428499824072,Bronx | Entire home/apt | small,exact_cohort,52,18,120,227.5,107.5,hangers; bed_linens; hair_dryer; iron; dishes_and_silverware; microwave; refrigerator; cooking_basics; dedicated_workspace; air_conditioning; shampoo,11,80.55,1.65,Above fair value (overpriced)
1487186560158495320,Bronx | Entire home/apt | small,exact_cohort,52,18,180,227.5,47.5,refrigerator; fire_extinguisher,2,110.63,-3.36,Below fair value (underpriced)
1469552968924471137,Bronx | Entire home/apt | small,exact_cohort,52,18,180,227.5,47.5,self_check_in,1,132.53,-28.45,Below fair value (underpriced)
1535665788672003241,Bronx | Entire home/apt | small,exact_cohort,52,18,60,227.5,167.5,carbon_monoxide_alarm; hangers; bed_linens; hair_dryer; iron; essentials; dishes_and_silverware; microwave; refrigerator; cooking_basics; dedicated_workspace; air_conditioning; self_check_in; fire_extinguisher,14,106.03,4.84,Above fair value (overpriced)
715842881002822241,Bronx | Private room | large,knn_fallback,30,10,115,255.0,140.0,hair_dryer,1,407.03,79.97,Above fair value (overpriced)
896939245238848955,Bronx | Private room | large,knn_fallback,30,16,60,255.0,195.0,refrigerator,1,154.2,60.21,Above fair value (overpriced)
1371759780031174612,Bronx | Private room | large,knn_fallback,30,12,255,255.0,0.0,(none),0,460.57,-127.17,Below fair value (underpriced)
1548592940222568025,Bronx | Private room | large,knn_fallback,30,10,90,205.0,115.0,dedicated_workspace,1,424.75,3.25,Above fair value (overpriced)
1278784,Bronx | Private room | medium,knn_fallback,30,10,255,255.0,0.0,essentials,1,90.2,-23.8,Below fair value (underpriced)
36359662,Bronx | Private room | medium,knn_fallback,30,15,128,215.7,87.7,(none),0,294.47,-145.47,Below fair value (underpriced)
45268111,Bronx | Private room | medium,knn_fallback,30,15,115,219.7,104.7,(none),0,323.3,46.56,Above fair value (overpriced)
54109419,Bronx | Private room | medium,knn_fallback,30,11,60,199.4,139.4,(none),0,55.52,4.3,Above fair value (overpriced)
1181394579984036414,Bronx | Private room | medium,knn_fallback,30,16,255,255.0,0.0,(none),0,224.98,-55.98,Below fair value (underpriced)
1336190206764499980,Bronx | Private room | medium,knn_fallback,30,13,26,255.0,229.0,(none),0,222.84,-63.84,Below fair value (underpriced)
1026683,Bronx | Private room | small,exact_cohort,193,69,255,252.0,-3.0,smoke_alarm; carbon_monoxide_alarm; hangers; bed_linens; iron; essentials; dishes_and_silverware; microwave; refrigerator; cooking_basics; fire_extinguisher,11,157.7,-43.2,Below fair value (underpriced)
2435198,Bronx | Private room | small,exact_cohort,193,69,180,252.0,72.0,wifi; self_check_in,2,69.16,-25.63,Below fair value (underpriced)
3485449,Bronx | Private room | small,exact_cohort,193,69,179,252.0,73.0,kitchen; dishes_and_silverware; microwave; refrigerator; cooking_basics,5,135.25,-2.25,Below fair value (underpriced)
3543839,Bronx | Private room | small,exact_cohort,193,69,192,252.0,60.0,kitchen; dishes_and_silverware; microwave; refrigerator; cooking_basics,5,127.45,-1.45,Below fair value (underpriced)
3627326,Bronx | Private room | small,exact_cohort,193,69,255,252.0,-3.0,smoke_alarm; wifi; carbon_monoxide_alarm; hot_water; hangers; kitchen; bed_linens; hair_dryer; iron; essentials; dishes_and_silverware; microwave; refrigerator; cooking_basics; self_check_in; fire_extinguisher,16,122.62,17.38,Above fair value (overpriced)
4456312,Bronx | Private room | small,exact_cohort,193,69,60,252.0,192.0,self_check_in,1,69.8,-23.78,Below fair value (underpriced)
6939597,Bronx | Private room | small,exact_cohort,193,69,115,252.0,137.0,smoke_alarm; carbon_monoxide_alarm; hangers; bed_linens; iron; dishes_and_silverware; refrigerator; dedicated_workspace; self_check_in; fire_extinguisher,10,197.34,102.41,Above fair value (overpriced)
7734670,Bronx | Private room | small,exact_cohort,193,69,60,252.0,192.0,bed_linens; dedicated_workspace,2,56.85,-13.32,Below fair value (underpriced)
7692660,Bronx | Private room | small,exact_cohort,193,69,60,252.0,192.0,carbon_monoxide_alarm; dedicated_workspace,2,53.52,-13.35,Below fair value (underpriced)
9788114,Bronx | Private room | small,exact_cohort,193,69,255,252.0,-3.0,dedicated_workspace; self_check_in,2,206.97,-26.97,Below fair value (underpriced)
10807838,Bronx | Private room | small,exact_cohort,193,69,60,252.0,192.0,dishes_and_silverware; microwave; refrigerator; cooking_basics; self_check_in,5,60.75,-5.42,Below fair value (underpriced)
11371535,Bronx | Private room | small,exact_cohort,193,69,240,252.0,12.0,refrigerator,1,55.36,-27.06,Below fair value (underpriced)
13436258,Bronx | Private room | small,exact_cohort,193,69,64,252.0,188.0,kitchen; dishes_and_silverware; refrigerator; cooking_basics; dedicated_workspace; self_check_in,6,148.0,46.0,Above fair value (overpriced)
15336596,Bronx | Private room | small,exact_cohort,193,69,180,252.0,72.0,hot_water; hangers; bed_linens; hair_dryer; refrigerator; cooking_basics; dedicated_workspace; self_check_in; fire_extinguisher,9,53.02,-0.53,Below fair value (underpriced)
15576821,Bronx | Private room | small,exact_cohort,193,69,180,252.0,72.0,dishes_and_silverware; self_check_in,2,60.11,-7.38,Below fair value (underpriced)
19326306,Bronx | Private room | small,exact_cohort,193,69,60,252.0,192.0,carbon_monoxide_alarm; bed_linens; dedicated_workspace,3,50.43,-9.13,Below fair value (underpriced)
20014072,Bronx | Private room | small,exact_cohort,193,69,255,252.0,-3.0,wifi; kitchen; hair_dryer; dishes_and_silverware; microwave; refrigerator; cooking_basics,7,149.44,-73.44,Below fair value (underpriced)
19661733,Bronx | Private room | small,exact_cohort,193,69,255,252.0,-3.0,wifi; kitchen; dishes_and_silverware; microwave; refrigerator; cooking_basics,6,164.59,-82.09,Below fair value (underpriced)
19867930,Bronx | Private room | small,exact_cohort,193,69,255,252.0,-3.0,kitchen; refrigerator; cooking_basics,3,189.09,-26.09,Below fair value (underpriced)
20480983,Bronx | Private room | small,exact_cohort,193,69,255,252.0,-3.0,bed_linens; dedicated_workspace; self_check_in,3,207.73,-88.73,Below fair value (underpriced)
21090094,Bronx | Private room | small,exact_cohort,193,69,240,252.0,12.0,hair_dryer,1,75.72,-11.74,Below fair value (underpriced)
