listing_id,listing_name,listing_url,borough,neighborhood,room_type,property_type,host_tier,market_segment,actual_price_usd,predicted_fair_price_usd,prediction_sd_usd,prediction_uncertainty_pct,confidence_score,confidence_level,residual_usd,residual_pct_of_fair,pricing_signal
1548826712397497943,Cozy Private Room,https://www.airbnb.com/rooms/1548826712397497943,Brooklyn,Canarsie,Private room,Private room in home,Small-Multi,short_stay,179.0,188.41,51.77,0.2748,59.7,Medium,-9.41,-0.0499,Below fair value (review price)
1549650915214129099,Howard Beach Getaway,https://www.airbnb.com/rooms/1549650915214129099,Queens,Howard Beach,Private room,Private room in home,Small-Multi,short_stay,172.0,215.47,64.64,0.3,24.3,Low,-43.47,-0.2017,Below fair value (review price)
1549923981992633554,Room with Balcony and Private Bathroom,https://www.airbnb.com/rooms/1549923981992633554,Brooklyn,Bedford-Stuyvesant,Private room,Private room in rental unit,Individual,short_stay,243.67,206.12,55.23,0.2679,82.8,High,37.55,0.1822,Above fair value (review price)
1550160996016890932,Canal front Private Parking· Walk to JFK & A Train,https://www.airbnb.com/rooms/1550160996016890932,Queens,Howard Beach,Private room,Private room in home,Individual,short_stay,362.5,354.51,106.34,0.3,24.4,Low,7.99,0.0225,Above fair value (review price)
1562658363361646249,Luxury Room on Newkrik Ave. Twin Room,https://www.airbnb.com/rooms/1562658363361646249,Brooklyn,Flatbush,Private room,Private room in home,Small-Multi,short_stay,268.0,147.1,40.67,0.2765,52.7,Low,120.9,0.8219,Above fair value (review price)
1563036026900980571,Luxury Room in Central Newkrik- Master Queen,https://www.airbnb.com/rooms/1563036026900980571,Brooklyn,Flatbush,Private room,Private room in home,Small-Multi,short_stay,203.13,206.91,57.2,0.2765,52.7,Low,-3.78,-0.0183,Below fair value (review price)
1563096308358716633,Modern 2BR Washer/Dryer: Steps from Times Square,https://www.airbnb.com/rooms/1563096308358716633,Manhattan,Hell's Kitchen,Entire home/apt,Entire rental unit,Mid-Multi,short_stay,715.0,795.71,215.62,0.271,73.8,Medium,-80.71,-0.1014,Below fair value (review price)
1556786330382798597,M&M Staycation,https://www.airbnb.com/rooms/1556786330382798597,Queens,Astoria,Shared room,Shared room in rental unit,Individual,short_stay,478.0,260.64,80.52,0.3089,21.7,Low,217.36,0.8339,Above fair value (review price)
1556920195266658620,"Brooklyn Hideaway | Gym, Game Room & Easy Transit",https://www.airbnb.com/rooms/1556920195266658620,Brooklyn,Fort Hamilton,Entire home/apt,Entire rental unit,Enterprise,short_stay,368.0,211.83,58.51,0.2762,54.0,Low,156.17,0.7373,Above fair value (review price)
1556932561681604481,Comfortable Bay Ridge Studio + Building Amenities,https://www.airbnb.com/rooms/1556932561681604481,Brooklyn,Fort Hamilton,Entire home/apt,Entire rental unit,Enterprise,short_stay,116.0,263.83,72.88,0.2762,54.0,Low,-147.83,-0.5603,Below fair value (review price)
1557156597794656400,ADA accessible room,https://www.airbnb.com/rooms/1557156597794656400,Manhattan,Chelsea,Private room,Room in hotel,Individual,short_stay,365.0,309.03,85.32,0.2761,55.0,Medium,55.97,0.1811,Above fair value (review price)
1551125000414208305,"B-Cozy room near JFK, LaGuardia, Jackson height",https://www.airbnb.com/rooms/1551125000414208305,Queens,East Elmhurst,Private room,Private room in rental unit,Small-Multi,short_stay,101.0,160.08,44.39,0.2773,49.4,Low,-59.08,-0.3691,Below fair value (review price)
1551346502888454090,Prime NoMad Stay with Balcony + Free Breakfast,https://www.airbnb.com/rooms/1551346502888454090,Manhattan,Kips Bay,Private room,Room in hotel,Small-Multi,short_stay,448.0,434.29,123.62,0.2846,35.2,Low,13.71,0.0316,Above fair value (review price)
1551882790551643706,"Modern, Clean Room w/ Private Bath",https://www.airbnb.com/rooms/1551882790551643706,Brooklyn,East New York,Private room,Private room in home,Small-Multi,short_stay,404.0,180.81,49.71,0.2749,59.3,Medium,223.19,1.2344,Above fair value (review price)
1551891234387394807,"Modern, Clean Room w/ Dedicated Bath",https://www.airbnb.com/rooms/1551891234387394807,Brooklyn,East New York,Private room,Private room in home,Small-Multi,short_stay,143.0,180.53,49.63,0.2749,59.3,Medium,-37.53,-0.2079,Below fair value (review price)
1552154804491704543,Queen pod plus,https://www.airbnb.com/rooms/1552154804491704543,Brooklyn,Williamsburg,Private room,Room in hotel,Small-Multi,short_stay,152.1,242.21,67.19,0.2774,48.9,Low,-90.11,-0.372,Below fair value (review price)
1565211482158700637,"UWS Duplex Retreat: 2BR/2BA Broadway, Central Park",https://www.airbnb.com/rooms/1565211482158700637,Manhattan,Upper West Side,Entire home/apt,Entire rental unit,Mid-Multi,short_stay,519.0,876.3,241.07,0.2751,58.6,Medium,-357.3,-0.4077,Below fair value (review price)
1566217447746972261,Times Square 2BR Group Hub Sleeps 10 Near Broadway,https://www.airbnb.com/rooms/1566217447746972261,Manhattan,Theater District,Entire home/apt,Entire rental unit,Mid-Multi,short_stay,505.9,505.74,138.15,0.2732,65.1,Medium,0.16,0.0003,Above fair value (review price)
1557485061404872145,"A-Cozy clean room near airport, marketplace",https://www.airbnb.com/rooms/1557485061404872145,Queens,East Elmhurst,Private room,Private room in rental unit,Small-Multi,short_stay,114.5,171.98,47.69,0.2773,49.4,Low,-57.48,-0.3342,Below fair value (review price)
1557661528084050922,D-Close to LaGuardia & JFK and near markets,https://www.airbnb.com/rooms/1557661528084050922,Queens,East Elmhurst,Private room,Private room in rental unit,Small-Multi,short_stay,132.0,158.18,43.86,0.2773,49.4,Low,-26.18,-0.1655,Below fair value (review price)
1566317293099377462,"The Radiant Room in Ocean Hill, Brooklyn",https://www.airbnb.com/rooms/1566317293099377462,Brooklyn,Bedford-Stuyvesant,Private room,Private room in townhouse,Individual,short_stay,150.0,232.2,62.87,0.2708,74.6,Medium,-82.2,-0.354,Below fair value (review price)
1566978888989833780,Family Studio with 1 BR in Manhattan,https://www.airbnb.com/rooms/1566978888989833780,Manhattan,Midtown,Entire home/apt,Entire rental unit,Small-Multi,short_stay,394.0,385.91,102.91,0.2667,86.3,High,8.09,0.021,Above fair value (review price)
1566996074462617006,Flower: TV WiFi M&L Train AC Netflix Bushwick,https://www.airbnb.com/rooms/1566996074462617006,Brooklyn,Bushwick,Private room,Private room in rental unit,Small-Multi,short_stay,107.27,168.82,45.93,0.2721,70.0,Medium,-61.55,-0.3646,Below fair value (review price)
1567382386749001562,Tropical Oasis - JFK Aiport/ LIRR Train/ Mall/ AC,https://www.airbnb.com/rooms/1567382386749001562,Queens,Rosedale,Private room,Private room in home,Individual,short_stay,160.0,185.74,52.02,0.28,44.0,Low,-25.74,-0.1386,Below fair value (review price)
1552915226551925738,Exclusive Apartment 1717 | Shared Bathroom,https://www.airbnb.com/rooms/1552915226551925738,Manhattan,Midtown,Entire home/apt,Entire rental unit,Enterprise,short_stay,221.43,325.58,87.45,0.2686,80.9,High,-104.15,-0.3199,Below fair value (review price)
1553033923063988870,Exclusive Apartment 847 | Private Bathroom,https://www.airbnb.com/rooms/1553033923063988870,Manhattan,Midtown,Entire home/apt,Entire rental unit,Enterprise,short_stay,333.93,416.82,111.96,0.2686,80.9,High,-82.89,-0.1989,Below fair value (review price)
1558123674478320116,Deluxe Studio Apartment with Two Double Beds,https://www.airbnb.com/rooms/1558123674478320116,Manhattan,Theater District,Private room,Room in hotel,Mid-Multi,short_stay,268.0,340.68,94.75,0.2781,47.2,Low,-72.68,-0.2133,Below fair value (review price)
1558123677030976572,Studio Apartment with Two Twin Beds,https://www.airbnb.com/rooms/1558123677030976572,Manhattan,Theater District,Private room,Room in hotel,Mid-Multi,short_stay,458.0,320.9,89.24,0.2781,47.2,Low,137.1,0.4272,Above fair value (review price)
1558123677507943241,Studio Apartment with Two Double Beds,https://www.airbnb.com/rooms/1558123677507943241,Manhattan,Theater District,Private room,Room in hotel,Mid-Multi,short_stay,158.0,332.25,92.4,0.2781,47.2,Low,-174.25,-0.5245,Below fair value (review price)
1553121452578694889,Residence Lux Two Bedroom Apartment,https://www.airbnb.com/rooms/1553121452578694889,Manhattan,Upper East Side,Entire home/apt,Entire rental unit,Mid-Multi,short_stay,684.71,620.61,172.2,0.2775,48.5,Low,64.1,0.1033,Above fair value (review price)
1553146530482617639,"Great location, 10 min to LGA & subway w/ parking",https://www.airbnb.com/rooms/1553146530482617639,Queens,Jackson Heights,Private room,Private room in home,Small-Multi,short_stay,207.0,196.56,56.04,0.2851,34.5,Low,10.44,0.0531,Above fair value (review price)
1568943883517764769,Manhattan Studio 5 Minutes to Times Square,https://www.airbnb.com/rooms/1568943883517764769,Manhattan,Midtown,Entire home/apt,Entire rental unit,Enterprise,short_stay,320.0,252.0,67.69,0.2686,80.9,High,68.0,0.2698,Above fair value (review price)
1568984205147456283,Compact Studio in the Heart of Manhattan,https://www.airbnb.com/rooms/1568984205147456283,Manhattan,Midtown,Entire home/apt,Entire rental unit,Enterprise,short_stay,285.29,250.59,67.31,0.2686,80.9,High,34.7,0.1385,Above fair value (review price)
1568989638832767334,Stunning Two Bed Apartment in NYC!,https://www.airbnb.com/rooms/1568989638832767334,Queens,Ridgewood,Entire home/apt,Entire rental unit,Individual,short_stay,425.5,417.93,118.35,0.2832,37.6,Low,7.57,0.0181,Above fair value (review price)
1569006694223609231,Bright Private Room-Steps to Times Sq & Transit,https://www.airbnb.com/rooms/1569006694223609231,Manhattan,Midtown,Entire home/apt,Entire rental unit,Enterprise,short_stay,262.47,264.71,71.11,0.2686,80.9,High,-2.24,-0.0085,Below fair value (review price)
1567771317500575522,Collection: Chic Modern + Private Rooftop + W/D,https://www.airbnb.com/rooms/1567771317500575522,Manhattan,Lower East Side,Entire home/apt,Entire rental unit,Small-Multi,short_stay,967.5,1170.94,318.89,0.2723,68.6,Medium,-203.44,-0.1737,Below fair value (review price)
1569662369107386313,"RIU Plaza New York Times Square, Deluxe Superio...",https://www.airbnb.com/rooms/1569662369107386313,Manhattan,Hell's Kitchen,Private room,Room in hotel,Small-Multi,short_stay,341.05,310.04,85.23,0.2749,59.1,Medium,31.01,0.1,Above fair value (review price)
1569662369169538620,"RIU Plaza New York Times Square, Deluxe Two Ful...",https://www.airbnb.com/rooms/1569662369169538620,Manhattan,Hell's Kitchen,Private room,Room in hotel,Small-Multi,short_stay,331.55,401.0,110.24,0.2749,59.1,Medium,-69.45,-0.1732,Below fair value (review price)
1569662369371128731,"RIU Plaza New York Times Square, Deluxe Queen",https://www.airbnb.com/rooms/1569662369371128731,Manhattan,Hell's Kitchen,Private room,Room in hotel,Small-Multi,short_stay,293.55,296.26,81.45,0.2749,59.1,Medium,-2.71,-0.0091,Below fair value (review price)
1569662415228289928,"RIU Plaza New York Times Square, Family Suite",https://www.airbnb.com/rooms/1569662415228289928,Manhattan,Hell's Kitchen,Private room,Room in hotel,Small-Multi,short_stay,284.05,341.17,93.79,0.2749,59.1,Medium,-57.12,-0.1674,Below fair value (review price)
1568228421575148975,"Sleek 2BR Apt in Times Square, 15 mins to FIFA",https://www.airbnb.com/rooms/1568228421575148975,Manhattan,Hell's Kitchen,Entire home/apt,Entire rental unit,Mid-Multi,short_stay,474.5,583.26,158.05,0.271,73.8,Medium,-108.76,-0.1865,Below fair value (review price)
1558223842534304778,UWS 2BR | Steps to Central Park & Lincoln Center,https://www.airbnb.com/rooms/1558223842534304778,Manhattan,Upper West Side,Entire home/apt,Entire rental unit,Mid-Multi,short_stay,670.0,666.02,183.22,0.2751,58.6,Medium,3.98,0.006,Above fair value (review price)
1558261490663020361,2BR Steps from Port Authority Midtown NYC,https://www.airbnb.com/rooms/1558261490663020361,Manhattan,Hell's Kitchen,Entire home/apt,Entire rental unit,Mid-Multi,short_stay,602.0,579.0,156.9,0.271,73.8,Medium,23.0,0.0397,Above fair value (review price)
1570420635460226143,Brooklyn Private Suite Near subway JFK/LGA,https://www.airbnb.com/rooms/1570420635460226143,Brooklyn,Cypress Hills,Private room,Private room in rental unit,Small-Multi,short_stay,180.5,185.2,52.01,0.2808,42.9,Low,-4.7,-0.0254,Below fair value (review price)
1578343107820701467,"The Gotham Hotel, Metro king room",https://www.airbnb.com/rooms/1578343107820701467,Manhattan,Midtown,Private room,Room in hotel,Mid-Multi,short_stay,589.0,315.48,86.0,0.2726,66.2,Medium,273.52,0.867,Above fair value (review price)
1578343107974720492,"The Gotham Hotel, Metro queen room",https://www.airbnb.com/rooms/1578343107974720492,Manhattan,Midtown,Private room,Room in hotel,Mid-Multi,short_stay,409.0,398.91,108.75,0.2726,66.2,Medium,10.09,0.0253,Above fair value (review price)
1578343114821723938,"The Gotham Hotel, Accessible skyline jr. suite ...",https://www.airbnb.com/rooms/1578343114821723938,Manhattan,Midtown,Private room,Room in hotel,Mid-Multi,short_stay,319.0,325.68,88.78,0.2726,66.2,Medium,-6.68,-0.0205,Below fair value (review price)
1578343125327667438,"The Gotham Hotel, Skyline queen with terrace",https://www.airbnb.com/rooms/1578343125327667438,Manhattan,Midtown,Private room,Room in hotel,Mid-Multi,short_stay,589.0,310.24,84.58,0.2726,66.2,Medium,278.76,0.8985,Above fair value (review price)
1578343128522247084,"The Gotham Hotel, Skyline jr. suite with terrace",https://www.airbnb.com/rooms/1578343128522247084,Manhattan,Midtown,Private room,Room in hotel,Mid-Multi,short_stay,479.0,331.61,90.4,0.2726,66.2,Medium,147.39,0.4445,Above fair value (review price)
1578343137920887184,"The Gotham Hotel, Grand balcony king",https://www.airbnb.com/rooms/1578343137920887184,Manhattan,Midtown,Private room,Room in hotel,Mid-Multi,short_stay,589.0,300.38,81.89,0.2726,66.2,Medium,288.62,0.9608,Above fair value (review price)
1558320526232396030,5-Bedroom Luxury Downtown Airbnb,https://www.airbnb.com/rooms/1558320526232396030,Manhattan,Financial District,Private room,Room in hotel,Small-Multi,short_stay,1540.59,1897.89,513.94,0.2708,74.4,Medium,-357.3,-0.1883,Below fair value (review price)
1558325214135094390,5-Bedroom Suite with Elevator Opening into Airbnb,https://www.airbnb.com/rooms/1558325214135094390,Manhattan,Financial District,Private room,Room in hotel,Small-Multi,short_stay,1141.18,2011.65,544.75,0.2708,74.4,Medium,-870.47,-0.4327,Below fair value (review price)
1579267839591748659,Serene NYC Retreat – 2 br Apartment,https://www.airbnb.com/rooms/1579267839591748659,Queens,Long Island City,Entire home/apt,Entire rental unit,Individual,short_stay,257.0,303.7,83.69,0.2756,56.1,Medium,-46.7,-0.1538,Below fair value (review price)
1579851736769180190,The Cozy Landing- 15 minutes from JFK,https://www.airbnb.com/rooms/1579851736769180190,Queens,Rosedale,Entire home/apt,Entire home,Individual,short_stay,388.67,508.16,144.33,0.284,36.4,Low,-119.49,-0.2351,Below fair value (review price)
1580144705905352010,Room 4 In New York,https://www.airbnb.com/rooms/1580144705905352010,Queens,Flushing,Private room,Private room in home,Small-Multi,short_stay,103.0,150.0,41.32,0.2755,56.6,Medium,-47.0,-0.3133,Below fair value (review price)
1558869312319596056,OZIA - w/ Theatre Living Room + Private Office,https://www.airbnb.com/rooms/1558869312319596056,Brooklyn,East Flatbush,Shared room,Shared room in rental unit,Mid-Multi,short_stay,286.0,281.23,86.63,0.308,21.9,Low,4.77,0.017,Above fair value (review price)
1558907340302983675,Beautiful Bedroom w Sky Window - 15 min to Midtown,https://www.airbnb.com/rooms/1558907340302983675,Queens,Astoria,Private room,Private room in rental unit,Small-Multi,short_stay,162.33,267.05,73.44,0.275,58.7,Medium,-104.72,-0.3921,Below fair value (review price)
1572773775579039231,Times Square Views 2BR Broadway near Central Park,https://www.airbnb.com/rooms/1572773775579039231,Manhattan,Theater District,Entire home/apt,Entire rental unit,Mid-Multi,short_stay,745.0,623.71,170.37,0.2732,65.1,Medium,121.29,0.1945,Above fair value (review price)
1559451872300494360,"Home in NYC,30 min to Manhattan,3 min walk subway",https://www.airbnb.com/rooms/1559451872300494360,Brooklyn,Bedford-Stuyvesant,Private room,Private room in rental unit,Individual,short_stay,507.25,480.35,128.61,0.2677,83.8,High,26.9,0.056,Above fair value (review price)
1559522032097144626,Modern King,https://www.airbnb.com/rooms/1559522032097144626,Manhattan,SoHo,Private room,Room in hotel,Individual,short_stay,422.1,336.55,94.86,0.2819,40.5,Low,85.55,0.2542,Above fair value (review price)
1559537173737609177,Beautiful Hotel Room in Mansfield,https://www.airbnb.com/rooms/1559537173737609177,Manhattan,Midtown,Entire home/apt,Entire rental unit,Enterprise,short_stay,199.71,236.18,63.44,0.2686,80.9,High,-36.47,-0.1544,Below fair value (review price)
1590804443777790011,"Room in Queens, New York",https://www.airbnb.com/rooms/1590804443777790011,Queens,Glendale,Private room,Private room in rental unit,Individual,short_stay,171.0,189.01,56.22,0.2974,25.2,Low,-18.01,-0.0953,Below fair value (review price)
1573397349402450690,Deluxe Two Queen Beds,https://www.airbnb.com/rooms/1573397349402450690,Manhattan,Theater District,Private room,Room in hotel,Small-Multi,short_stay,379.05,346.62,96.05,0.2771,50.4,Low,32.43,0.0936,Above fair value (review price)
1592509195605973182,"Room in Queens VLG NY, walk to LIRR, near Airports",https://www.airbnb.com/rooms/1592509195605973182,Queens,Queens Village,Private room,Private room in home,Individual,short_stay,194.0,210.21,61.4,0.2921,28.3,Low,-16.21,-0.0771,Below fair value (review price)
1573397375465525325,Deluxe Family Two Queen Beds,https://www.airbnb.com/rooms/1573397375465525325,Manhattan,Theater District,Private room,Room in hotel,Small-Multi,short_stay,379.05,423.06,117.23,0.2771,50.4,Low,-44.01,-0.104,Below fair value (review price)
1593611382733571542,"U Hotel Fifth Avenue / Empire State Building, C...",https://www.airbnb.com/rooms/1593611382733571542,Manhattan,Midtown,Private room,Room in hotel,Individual,short_stay,242.1,354.51,96.2,0.2714,73.0,Medium,-112.41,-0.3171,Below fair value (review price)
1593666736513591020,Residence Unique 2 Beds/2 Baths Apartment Midtown,https://www.airbnb.com/rooms/1593666736513591020,Manhattan,Hell's Kitchen,Entire home/apt,Entire rental unit,Mid-Multi,short_stay,684.71,686.02,185.76,0.2708,74.5,Medium,-1.31,-0.0019,Below fair value (review price)
1580824703620725445,Room 5 in New York,https://www.airbnb.com/rooms/1580824703620725445,Queens,Flushing,Private room,Private room in home,Small-Multi,short_stay,143.0,161.48,44.48,0.2755,56.6,Medium,-18.48,-0.1144,Below fair value (review price)
1574011768205951098,Acogedor y buena ubicación a 10 minutos del JFK,https://www.airbnb.com/rooms/1574011768205951098,Queens,Jamaica,Private room,Private room in rental unit,Individual,short_stay,103.0,193.86,53.33,0.2751,58.3,Medium,-90.86,-0.4687,Below fair value (review price)
1594338824179049599,Exclusive Studio 434 | Private Bathroom,https://www.airbnb.com/rooms/1594338824179049599,Manhattan,Midtown,Entire home/apt,Entire rental unit,Enterprise,short_stay,313.23,365.64,98.22,0.2686,80.9,High,-52.41,-0.1433,Below fair value (review price)
1594362231399652808,Exclusive Apartment 149 | Half Bathroom,https://www.airbnb.com/rooms/1594362231399652808,Manhattan,Midtown,Private room,Private room in rental unit,Enterprise,short_stay,439.15,392.03,105.36,0.2688,80.0,High,47.12,0.1202,Above fair value (review price)
1594562767373506648,Modern 2 Bedroom  with private parking,https://www.airbnb.com/rooms/1594562767373506648,Brooklyn,East Flatbush,Entire home/apt,Entire home,Individual,short_stay,371.0,422.46,116.89,0.2767,51.6,Low,-51.46,-0.1218,Below fair value (review price)
1574938901799388567,"2BR Jacuzzi Retreat by JFK Airport, NY & UBS Arena",https://www.airbnb.com/rooms/1574938901799388567,Queens,Queens Village,Private room,Private room in home,Individual,short_stay,515.0,242.93,71.01,0.2923,28.1,Low,272.07,1.1199,Above fair value (review price)
1596448415936263419,The Family Two-Bedroom Apartment at the Bayard,https://www.airbnb.com/rooms/1596448415936263419,Manhattan,Midtown,Private room,Room in hotel,Mid-Multi,short_stay,541.0,516.18,138.26,0.2678,83.0,High,24.82,0.0481,Above fair value (review price)
1597117847211483748,Luxury Townhouse Oasis In The Heart Of NYC,https://www.airbnb.com/rooms/1597117847211483748,Brooklyn,Crown Heights,Entire home/apt,Entire rental unit,Individual,short_stay,856.0,967.93,261.65,0.2703,76.0,High,-111.93,-0.1156,Below fair value (review price)
1576899778336992189,Peaceful Duplex with Private Backyard and W/D!,https://www.airbnb.com/rooms/1576899778336992189,Brooklyn,Bedford-Stuyvesant,Private room,Private room in condo,Individual,short_stay,500.0,272.25,74.47,0.2735,63.6,Medium,227.75,0.8365,Above fair value (review price)
1583830741732241964,"Comfortable House in Queens,  Near NYC",https://www.airbnb.com/rooms/1583830741732241964,Queens,Woodhaven,Entire home/apt,Entire rental unit,Individual,short_stay,286.0,395.22,114.46,0.2896,30.7,Low,-109.22,-0.2764,Below fair value (review price)
1598064605962592531,East Village by Vibe I • 8810,https://www.airbnb.com/rooms/1598064605962592531,Manhattan,East Village,Entire home/apt,Entire rental unit,Enterprise,short_stay,405.0,368.98,103.11,0.2794,44.7,Low,36.02,0.0976,Above fair value (review price)
1598719424077956906,Near Madison Square Park| Rooftop Bar. Restaurant*,https://www.airbnb.com/rooms/1598719424077956906,Manhattan,Chelsea,Private room,Room in hotel,Small-Multi,short_stay,160.27,310.06,84.14,0.2714,73.0,Medium,-149.79,-0.4831,Below fair value (review price)
1598719589999656877,NYC Skyline Bar | Rooftop Bar + On-Site Restaurant,https://www.airbnb.com/rooms/1598719589999656877,Manhattan,Chelsea,Private room,Room in hotel,Small-Multi,short_stay,354.03,353.95,96.05,0.2714,73.0,Medium,0.08,0.0002,Above fair value (review price)
1598813505373375193,Classic Crown Heights Modern Apt Near Subway,https://www.airbnb.com/rooms/1598813505373375193,Brooklyn,Crown Heights,Entire home/apt,Entire rental unit,Individual,short_stay,423.95,696.36,188.24,0.2703,76.0,High,-272.41,-0.3912,Below fair value (review price)
1599177186813432732,Rare Williamsburg Oasis,https://www.airbnb.com/rooms/1599177186813432732,Brooklyn,Williamsburg,Entire home/apt,Entire rental unit,Individual,short_stay,412.19,478.21,130.19,0.2722,69.1,Medium,-66.02,-0.1381,Below fair value (review price)
1586405857175357808,Elegant Room in Brooklyn near Train Station,https://www.airbnb.com/rooms/1586405857175357808,Brooklyn,Flatbush,Private room,Private room in home,Small-Multi,short_stay,257.0,187.08,51.72,0.2765,52.7,Low,69.92,0.3738,Above fair value (review price)
1588548231436747320,Private room in Carroll Gardens brownstone.,https://www.airbnb.com/rooms/1588548231436747320,Brooklyn,Carroll Gardens,Private room,Private room in townhouse,Individual,short_stay,455.0,245.08,71.99,0.2937,26.8,Low,209.92,0.8565,Above fair value (review price)
1589465767712489462,Cozy Room in Brooklyn,https://www.airbnb.com/rooms/1589465767712489462,Brooklyn,East Flatbush,Private room,Private room in rental unit,Individual,short_stay,103.0,178.62,48.7,0.2726,66.0,Medium,-75.62,-0.4233,Below fair value (review price)
1589515386391247217,Modern Gem • 10 Min LGA • Citi Field • US Open W/D,https://www.airbnb.com/rooms/1589515386391247217,Queens,Astoria,Entire home/apt,Entire rental unit,Small-Multi,short_stay,226.0,580.94,159.68,0.2749,59.6,Medium,-354.94,-0.611,Below fair value (review price)
1606607439951565384,Newly Renovated 2BR Bronx Apt |Near FIFA World Cup,https://www.airbnb.com/rooms/1606607439951565384,Bronx,Wakefield,Entire home/apt,Entire rental unit,Small-Multi,short_stay,352.0,384.21,114.23,0.2973,25.3,Low,-32.21,-0.0838,Below fair value (review price)
1607300203180884348,Premier Midtown Stay | Walk to Times Square!,https://www.airbnb.com/rooms/1607300203180884348,Manhattan,Midtown,Entire home/apt,Entire rental unit,Small-Multi,short_stay,296.0,390.43,104.03,0.2665,87.0,High,-94.43,-0.2419,Below fair value (review price)
1607322812358492543,Boutique Midtown 2BR | Steps from Broadway,https://www.airbnb.com/rooms/1607322812358492543,Manhattan,Midtown,Entire home/apt,Entire rental unit,Small-Multi,short_stay,296.0,393.02,104.73,0.2665,87.0,High,-97.02,-0.2469,Below fair value (review price)
1607342730150502095,Cozy Midtown NYC Apartment | 99 Walk Score & Gym,https://www.airbnb.com/rooms/1607342730150502095,Manhattan,Midtown,Entire home/apt,Entire rental unit,Small-Multi,short_stay,344.0,413.5,110.18,0.2665,87.0,High,-69.5,-0.1681,Below fair value (review price)
1577790572551726381,Cozy bedroom w Shared Spaces in Prime Location,https://www.airbnb.com/rooms/1577790572551726381,Queens,Astoria,Private room,Private room in rental unit,Small-Multi,short_stay,205.0,250.53,68.85,0.2748,59.7,Medium,-45.53,-0.1817,Below fair value (review price)
1613961308555357425,Marco LaGuardia Hotel & Suites - 2 Double Beds,https://www.airbnb.com/rooms/1613961308555357425,Queens,Flushing,Private room,Room in hotel,Small-Multi,short_stay,239.0,218.77,61.34,0.2804,43.3,Low,20.23,0.0925,Above fair value (review price)
1613961308739511781,Marco LaGuardia Hotel & Suites - 1 Bedroom suite,https://www.airbnb.com/rooms/1613961308739511781,Queens,Flushing,Private room,Room in hotel,Small-Multi,short_stay,239.0,137.3,38.5,0.2804,43.3,Low,101.7,0.7407,Above fair value (review price)
1607352862952560855,Boutique Midtown Apartment | Walk to Grand Central,https://www.airbnb.com/rooms/1607352862952560855,Manhattan,Midtown,Entire home/apt,Entire rental unit,Small-Multi,short_stay,279.0,409.73,109.18,0.2665,87.0,High,-130.73,-0.3191,Below fair value (review price)
1607370688765350379,Central Midtown 1BR | Walk to Times Square!,https://www.airbnb.com/rooms/1607370688765350379,Manhattan,Midtown,Entire home/apt,Entire rental unit,Small-Multi,short_stay,401.5,398.36,106.15,0.2665,87.0,High,3.14,0.0079,Above fair value (review price)
1607818499170759686,Premium corner king,https://www.airbnb.com/rooms/1607818499170759686,Manhattan,Lower East Side,Private room,Room in hotel,Small-Multi,short_stay,381.0,343.16,95.22,0.2775,48.4,Low,37.84,0.1103,Above fair value (review price)
1607818499590190087,Standard king,https://www.airbnb.com/rooms/1607818499590190087,Manhattan,Lower East Side,Private room,Room in hotel,Small-Multi,short_stay,405.0,311.3,86.38,0.2775,48.4,Low,93.7,0.301,Above fair value (review price)
1608211947357466647,Studio at hilton club The Quin New York,https://www.airbnb.com/rooms/1608211947357466647,Manhattan,Midtown,Entire home/apt,Entire condo,Mid-Multi,short_stay,345.0,439.19,121.87,0.2775,48.3,Low,-94.19,-0.2145,Below fair value (review price)
1608212940273899357,Mint House 70 Pine by Kasa | Queen Room,https://www.airbnb.com/rooms/1608212940273899357,Manhattan,Financial District,Entire home/apt,Entire rental unit,Mid-Multi,short_stay,222.0,406.43,110.39,0.2716,71.9,Medium,-184.43,-0.4538,Below fair value (review price)
1608213123585238087,Studio plus at Hilton Grand Vacations West 57th st,https://www.airbnb.com/rooms/1608213123585238087,Manhattan,Midtown,Entire home/apt,Entire condo,Mid-Multi,short_stay,231.75,442.59,122.82,0.2775,48.3,Low,-210.84,-0.4764,Below fair value (review price)
1608221277855241734,Mint House 70 Pine by Kasa | Accessible Studio,https://www.airbnb.com/rooms/1608221277855241734,Manhattan,Financial District,Entire home/apt,Entire rental unit,Mid-Multi,short_stay,236.0,447.54,121.56,0.2716,71.9,Medium,-211.54,-0.4727,Below fair value (review price)
1608227787325071524,Mint House 70 Pine by Kasa | Accessible 1 Bedroom,https://www.airbnb.com/rooms/1608227787325071524,Manhattan,Financial District,Entire home/apt,Entire rental unit,Mid-Multi,short_stay,1272.0,526.12,142.91,0.2716,71.9,Medium,745.88,1.4177,Above fair value (review price)
1608229765415100959,Mint House 70 Pine by Kasa | Accessible 2 Bedroom,https://www.airbnb.com/rooms/1608229765415100959,Manhattan,Financial District,Entire home/apt,Entire rental unit,Mid-Multi,short_stay,1518.0,1008.67,273.98,0.2716,71.9,Medium,509.33,0.505,Above fair value (review price)
1615260391575884388,Close to NYC Chinatown + Free Wi-Fi & Coffee Bar,https://www.airbnb.com/rooms/1615260391575884388,Manhattan,SoHo,Private room,Room in hotel,Small-Multi,short_stay,472.0,321.18,89.07,0.2773,49.3,Low,150.82,0.4696,Above fair value (review price)
