listing_id,listing_name,listing_url,borough,neighborhood,room_type,property_type,host_tier,market_segment,actual_price_usd,predicted_fair_price_usd,prediction_sd_usd,prediction_uncertainty_pct,confidence_score,confidence_level,residual_usd,residual_pct_of_fair,pricing_signal
53109044,Jasmine Private Suite flat-Beautiful Brownstone,https://www.airbnb.com/rooms/53109044,Brooklyn,Bedford-Stuyvesant,Private room,Private room in rental unit,Individual,short_stay,377.0,251.29,67.28,0.2677,83.8,High,125.71,0.5003,Above fair value (review price)
53111559,"AKA Times Square - 2BDJR - Washer/Dryer, Kitchen",https://www.airbnb.com/rooms/53111559,Manhattan,Theater District,Entire home/apt,Entire serviced apartment,Mid-Multi,short_stay,925.0,778.94,223.86,0.2874,32.4,Low,146.06,0.1875,Above fair value (review price)
53171838,SPACIOUs Duplex w/ Pvt Bckyrd 2 Bathrooms & more,https://www.airbnb.com/rooms/53171838,Brooklyn,Bedford-Stuyvesant,Entire home/apt,Entire rental unit,Individual,short_stay,656.75,612.72,164.08,0.2678,83.6,High,44.03,0.0719,Above fair value (review price)
53222519,Private Room with En-Suite Bath & Entire Backyard,https://www.airbnb.com/rooms/53222519,Brooklyn,Bushwick,Private room,Private room in condo,Individual,short_stay,281.5,234.43,65.03,0.2774,49.1,Low,47.07,0.2008,Above fair value (review price)
53223918,Modern Cozy Home with Parking in Brooklyn,https://www.airbnb.com/rooms/53223918,Brooklyn,East Flatbush,Private room,Private room in guest suite,Small-Multi,short_stay,218.07,260.0,73.11,0.2812,42.0,Low,-41.93,-0.1613,Below fair value (review price)
53242466,Spacious two bedrooms condo in upper Manhattan,https://www.airbnb.com/rooms/53242466,Manhattan,Inwood,Entire home/apt,Entire condo,Individual,short_stay,303.0,397.81,131.1,0.3296,19.3,Low,-94.81,-0.2383,Below fair value (review price)
53118209,Sunnyside | Bright 2BR with Balcony Near L Train,https://www.airbnb.com/rooms/53118209,Brooklyn,Canarsie,Private room,Private room in rental unit,Individual,short_stay,238.0,215.44,59.13,0.2745,61.5,Medium,22.56,0.1047,Above fair value (review price)
53386606,Large Room in Amazing East Village Apt (A),https://www.airbnb.com/rooms/53386606,Manhattan,East Village,Private room,Private room in rental unit,Small-Multi,short_stay,228.0,250.54,69.56,0.2776,48.1,Low,-22.54,-0.09,Below fair value (review price)
53410940,Untitled at 3 Freeman - Large Freeman King,https://www.airbnb.com/rooms/53410940,Manhattan,Lower East Side,Private room,Room in hotel,Mid-Multi,short_stay,287.0,409.64,112.05,0.2735,63.7,Medium,-122.64,-0.2994,Below fair value (review price)
53414148,Morris Park area(very close to Jacobi Hospital,https://www.airbnb.com/rooms/53414148,Bronx,Morris Park,Private room,Private room,Individual,short_stay,282.5,259.3,89.7,0.3459,18.4,Low,23.2,0.0895,Above fair value (review price)
53436872,Modern Townhouse (Steps to Prospect Park),https://www.airbnb.com/rooms/53436872,Brooklyn,Prospect Heights,Private room,Private room in home,Individual,short_stay,587.5,341.25,98.19,0.2877,31.9,Low,246.25,0.7216,Above fair value (review price)
53607099,Exclusive Apartment 619 | Shared Bathroom,https://www.airbnb.com/rooms/53607099,Manhattan,Midtown,Entire home/apt,Entire rental unit,Enterprise,short_stay,254.55,330.23,88.7,0.2686,80.9,High,-75.68,-0.2292,Below fair value (review price)
53607959,Exclusive Apartment 615 | Shared Bathroom,https://www.airbnb.com/rooms/53607959,Manhattan,Midtown,Entire home/apt,Entire rental unit,Enterprise,short_stay,367.05,329.45,88.5,0.2686,80.9,High,37.6,0.1141,Above fair value (review price)
53608551,Wonderful spacious room in the heart of Manhattan!,https://www.airbnb.com/rooms/53608551,Manhattan,Kips Bay,Private room,Private room in rental unit,Individual,short_stay,247.33,357.54,101.61,0.2842,36.1,Low,-110.21,-0.3082,Below fair value (review price)
53306350,"Luxurious suite in Brooklyn, Ny",https://www.airbnb.com/rooms/53306350,Brooklyn,Bedford-Stuyvesant,Entire home/apt,Entire guest suite,Individual,short_stay,297.0,346.54,95.1,0.2744,61.9,Medium,-49.54,-0.143,Below fair value (review price)
53442786,Cheerful Room 2 .,https://www.airbnb.com/rooms/53442786,Queens,Bayswater,Private room,Private room in home,Small-Multi,short_stay,92.0,228.97,76.3,0.3332,18.8,Low,-136.97,-0.5982,Below fair value (review price)
53462276,Bright Midtown Flat-Steps from Broadway,https://www.airbnb.com/rooms/53462276,Manhattan,Midtown,Entire home/apt,Entire rental unit,Mid-Multi,short_stay,384.0,516.01,138.12,0.2677,84.3,High,-132.01,-0.2558,Below fair value (review price)
53628816,"Modern Room, Private Bath | Historic BK Brownstone",https://www.airbnb.com/rooms/53628816,Brooklyn,Bedford-Stuyvesant,Private room,Private room in condo,Individual,short_stay,184.25,257.41,70.36,0.2733,65.0,Medium,-73.16,-0.2842,Below fair value (review price)
53480206,Newly renovated 2 Bedroom,https://www.airbnb.com/rooms/53480206,Queens,Astoria,Entire home/apt,Entire rental unit,Individual,short_stay,558.2,488.61,134.09,0.2744,61.8,Medium,69.59,0.1424,Above fair value (review price)
53491480,Imperial Midtown Studios 829,https://www.airbnb.com/rooms/53491480,Manhattan,Midtown,Entire home/apt,Entire rental unit,Small-Multi,short_stay,313.82,451.29,120.34,0.2667,86.3,High,-137.47,-0.3046,Below fair value (review price)
53494300,Romantic spacious restored 1920s artist's home,https://www.airbnb.com/rooms/53494300,Brooklyn,Bushwick,Private room,Private room in home,Individual,short_stay,197.0,230.34,62.63,0.2719,70.6,Medium,-33.34,-0.1447,Below fair value (review price)
53501732,Sunlit private room in lovely Prospect heights,https://www.airbnb.com/rooms/53501732,Brooklyn,Crown Heights,Private room,Private room in rental unit,Individual,short_stay,200.0,196.87,53.25,0.2705,75.5,High,3.13,0.0159,Above fair value (review price)
53502758,"Lovely cozy studio, Double & twin bed",https://www.airbnb.com/rooms/53502758,Manhattan,Midtown,Private room,Private room in rental unit,Small-Multi,short_stay,491.0,287.26,76.65,0.2668,85.9,High,203.74,0.7092,Above fair value (review price)
53633058,Modern 2 bedroom rental with balcony.,https://www.airbnb.com/rooms/53633058,Queens,East Elmhurst,Private room,Private room in rental unit,Individual,short_stay,259.62,216.29,59.93,0.2771,50.4,Low,43.33,0.2003,Above fair value (review price)
53531890,"Broadway Flat-Walk to Penn, Herald Sq, Times Sq.",https://www.airbnb.com/rooms/53531890,Manhattan,Midtown,Entire home/apt,Entire rental unit,Mid-Multi,short_stay,306.0,486.16,130.13,0.2677,84.3,High,-180.16,-0.3706,Below fair value (review price)
53542641,Exclusive Apartment  517 | Shared Bathroom,https://www.airbnb.com/rooms/53542641,Manhattan,Midtown,Entire home/apt,Entire rental unit,Enterprise,short_stay,283.53,284.33,76.37,0.2686,80.9,High,-0.8,-0.0028,Below fair value (review price)
53675152,Spacious Stay in Sheapshead Bay,https://www.airbnb.com/rooms/53675152,Brooklyn,Sheepshead Bay,Entire home/apt,Entire townhouse,Individual,short_stay,314.0,313.5,92.82,0.2961,25.7,Low,0.5,0.0016,Above fair value (review price)
53676368,Private retreat on a quiet block,https://www.airbnb.com/rooms/53676368,Brooklyn,Sea Gate,Private room,Private room in rental unit,Mid-Multi,short_stay,171.33,167.28,52.39,0.3132,20.6,Low,4.05,0.0242,Above fair value (review price)
53545394,Charming Home Near Subway,https://www.airbnb.com/rooms/53545394,Brooklyn,Bushwick,Private room,Private room in townhouse,Small-Multi,short_stay,267.5,232.42,63.89,0.2749,59.4,Medium,35.08,0.1509,Above fair value (review price)
53573536,Spacious Comfort in Oceanhill  Brooklyn,https://www.airbnb.com/rooms/53573536,Brooklyn,Crown Heights,Entire home/apt,Entire home,Small-Multi,short_stay,370.88,406.62,111.65,0.2746,61.2,Medium,-35.74,-0.0879,Below fair value (review price)
53588172,Exclusive Apartment  513 | Shared Bathroom,https://www.airbnb.com/rooms/53588172,Manhattan,Midtown,Entire home/apt,Entire rental unit,Enterprise,short_stay,262.83,290.23,77.96,0.2686,80.9,High,-27.4,-0.0944,Below fair value (review price)
53588627,Exclusive Apartment 522  | Shared Bathroom,https://www.airbnb.com/rooms/53588627,Manhattan,Midtown,Entire home/apt,Entire rental unit,Enterprise,short_stay,222.0,301.89,81.09,0.2686,80.9,High,-79.89,-0.2646,Below fair value (review price)
53590193,Exclusive Apartment 217 | Shared Bathroom,https://www.airbnb.com/rooms/53590193,Manhattan,Midtown,Entire home/apt,Entire rental unit,Enterprise,short_stay,193.0,347.5,93.34,0.2686,80.9,High,-154.5,-0.4446,Below fair value (review price)
53831670,Spacious & bright BR w/ 2 double beds + Prvt Bath,https://www.airbnb.com/rooms/53831670,Brooklyn,Flatbush,Private room,Private room in home,Mid-Multi,short_stay,274.0,225.41,62.5,0.2773,49.5,Low,48.59,0.2156,Above fair value (review price)
53848694,Midtown Apartment-Perfect NYC Location,https://www.airbnb.com/rooms/53848694,Manhattan,Midtown,Entire home/apt,Entire rental unit,Mid-Multi,short_stay,421.0,517.55,138.53,0.2677,84.3,High,-96.55,-0.1866,Below fair value (review price)
53850635,"Private Park Slope Apt w. own Entrance, Bed & Bath",https://www.airbnb.com/rooms/53850635,Brooklyn,Sunset Park,Entire home/apt,Entire rental unit,Individual,short_stay,308.5,342.08,94.54,0.2764,52.8,Low,-33.58,-0.0982,Below fair value (review price)
53593168,Pleasant spacious House 2158 Gleason ave Bronx  NY,https://www.airbnb.com/rooms/53593168,Bronx,Unionport,Private room,Private room in home,Individual,short_stay,165.0,198.69,66.16,0.333,18.9,Low,-33.69,-0.1696,Below fair value (review price)
53863561,Cozy BR w/ 2 twin beds + Bath Prospect Park South,https://www.airbnb.com/rooms/53863561,Brooklyn,Flatbush,Private room,Private room in home,Mid-Multi,short_stay,257.0,229.44,63.61,0.2773,49.5,Low,27.56,0.1201,Above fair value (review price)
54068618,20 min Laguardia Airport 10 min Midtown Crash Pad,https://www.airbnb.com/rooms/54068618,Manhattan,East Harlem,Private room,Private room in condo,Small-Multi,short_stay,126.0,171.39,48.37,0.2822,39.8,Low,-45.39,-0.2648,Below fair value (review price)
53739963,Lovely BR w/ QueenBed + Prvt BA near Prospect Prk,https://www.airbnb.com/rooms/53739963,Brooklyn,Flatbush,Private room,Private room in home,Mid-Multi,short_stay,268.5,213.84,59.29,0.2773,49.5,Low,54.66,0.2556,Above fair value (review price)
53876051,30 min to Times Sq Near JFK LGA Airport UBS Arena,https://www.airbnb.com/rooms/53876051,Queens,Rosedale,Entire home/apt,Entire guest suite,Individual,short_stay,1001.0,542.54,155.41,0.2864,33.0,Low,458.46,0.845,Above fair value (review price)
54102963,Private Room in Lovely Greenpoint,https://www.airbnb.com/rooms/54102963,Brooklyn,Greenpoint,Private room,Private room in rental unit,Individual,short_stay,194.0,342.82,94.97,0.277,50.5,Low,-148.82,-0.4341,Below fair value (review price)
54117644,Freehand New York - King room,https://www.airbnb.com/rooms/54117644,Manhattan,Flatiron District,Private room,Room in hotel,Mid-Multi,short_stay,699.0,214.73,63.33,0.2949,26.1,Low,484.27,2.2552,Above fair value (review price)
53892659,Beautiful King BR + Prvt Bath Prospect Park South,https://www.airbnb.com/rooms/53892659,Brooklyn,Flatbush,Private room,Private room in home,Mid-Multi,short_stay,280.0,192.4,53.34,0.2773,49.5,Low,87.6,0.4553,Above fair value (review price)
53893056,Ample and Cozy One Bedroom Apartment in Brooklyn,https://www.airbnb.com/rooms/53893056,Brooklyn,East Flatbush,Entire home/apt,Entire rental unit,Individual,short_stay,231.33,324.98,88.48,0.2723,68.9,Medium,-93.65,-0.2882,Below fair value (review price)
53893384,31st & Broadway Escape  - NYC at Your Doorsteps,https://www.airbnb.com/rooms/53893384,Manhattan,Midtown,Entire home/apt,Entire rental unit,Mid-Multi,short_stay,421.0,557.37,149.19,0.2677,84.3,High,-136.37,-0.2447,Below fair value (review price)
53742866,Best Room in Manhattan,https://www.airbnb.com/rooms/53742866,Manhattan,East Harlem,Private room,Private room in condo,Small-Multi,short_stay,500.0,219.39,61.91,0.2822,39.8,Low,280.61,1.279,Above fair value (review price)
54129391,"Charming BnB, Ideal Location!",https://www.airbnb.com/rooms/54129391,Brooklyn,Flatbush,Entire home/apt,Entire townhouse,Individual,short_stay,297.0,485.47,138.44,0.2852,34.0,Low,-188.47,-0.3882,Below fair value (review price)
53934304,Lovely Suite in a Brownstone Apartment,https://www.airbnb.com/rooms/53934304,Brooklyn,Bedford-Stuyvesant,Private room,Private room in rental unit,Individual,short_stay,464.87,386.02,103.35,0.2677,83.8,High,78.85,0.2043,Above fair value (review price)
54164587,Midtown NYC Studio – Near Herald Square,https://www.airbnb.com/rooms/54164587,Manhattan,Midtown,Private room,Private room in rental unit,Enterprise,short_stay,179.0,333.32,89.59,0.2688,80.0,High,-154.32,-0.463,Below fair value (review price)
53940686,Minimum Host contact- townhouse 3 BR 2BA+backyard,https://www.airbnb.com/rooms/53940686,Brooklyn,Bay Ridge,Shared room,Shared room in rental unit,Small-Multi,short_stay,450.0,450.5,151.87,0.3371,18.6,Low,-0.5,-0.0011,Below fair value (review price)
53958813,"Rent in Bedford Stuyvesant, Brooklyn, NY",https://www.airbnb.com/rooms/53958813,Brooklyn,Bedford-Stuyvesant,Private room,Private room in home,Small-Multi,short_stay,247.33,199.38,53.45,0.2681,82.0,High,47.95,0.2405,Above fair value (review price)
53970963,Cheerful Room 1 .,https://www.airbnb.com/rooms/53970963,Queens,Bayswater,Private room,Private room in home,Small-Multi,short_stay,512.96,131.32,43.76,0.3332,18.8,Low,381.64,2.9061,Above fair value (review price)
53979159,"Big, Bright Room in Brooklyn",https://www.airbnb.com/rooms/53979159,Brooklyn,Bushwick,Private room,Private room in rental unit,Individual,short_stay,148.67,209.07,56.83,0.2718,71.0,Medium,-60.4,-0.2889,Below fair value (review price)
53763914,Lovely and modern room with hot tub,https://www.airbnb.com/rooms/53763914,Brooklyn,Greenpoint,Private room,Private room in condo,Individual,short_stay,204.32,382.93,108.22,0.2826,39.2,Low,-178.61,-0.4664,Below fair value (review price)
53773701,Modern & stylish 2 bedroom unit,https://www.airbnb.com/rooms/53773701,Queens,Rego Park,Private room,Private room in townhouse,Individual,short_stay,269.0,236.2,73.09,0.3094,21.7,Low,32.8,0.1389,Above fair value (review price)
53997433,Blue Manor,https://www.airbnb.com/rooms/53997433,Brooklyn,East Flatbush,Private room,Private room in home,Individual,short_stay,271.98,293.26,79.92,0.2725,67.7,Medium,-21.28,-0.0726,Below fair value (review price)
54003481,NYC Getaway on Broadway - Steps to it All,https://www.airbnb.com/rooms/54003481,Manhattan,Midtown,Entire home/apt,Entire rental unit,Mid-Multi,short_stay,421.0,479.51,128.35,0.2677,84.3,High,-58.51,-0.122,Below fair value (review price)
54004046,Midtown Studio- Near Everything NYC Offers,https://www.airbnb.com/rooms/54004046,Manhattan,Midtown,Entire home/apt,Entire rental unit,Mid-Multi,short_stay,349.0,469.23,125.6,0.2677,84.3,High,-120.23,-0.2562,Below fair value (review price)
53795503,Room in Maspeth Queens NYC 2nd floor,https://www.airbnb.com/rooms/53795503,Queens,Maspeth,Private room,Private room in rental unit,Individual,short_stay,193.0,205.88,60.12,0.292,28.4,Low,-12.88,-0.0626,Below fair value (review price)
54013154,Charming 3-bedroom Brownstone unit in Brooklyn,https://www.airbnb.com/rooms/54013154,Brooklyn,Bedford-Stuyvesant,Private room,Private room in rental unit,Individual,short_stay,326.0,268.01,71.81,0.2679,82.8,High,57.99,0.2164,Above fair value (review price)
53796341,Apartment in Historical Brownstone-A Hygge Home!,https://www.airbnb.com/rooms/53796341,Brooklyn,Prospect Heights,Entire home/apt,Entire rental unit,Individual,short_stay,338.08,456.76,131.41,0.2877,32.1,Low,-118.68,-0.2598,Below fair value (review price)
53796775,Private Room w/Bath - NYC + World Cup Access,https://www.airbnb.com/rooms/53796775,Brooklyn,East New York,Private room,Private room in home,Small-Multi,short_stay,371.0,193.87,53.26,0.2747,60.2,Medium,177.13,0.9137,Above fair value (review price)
53798235,Cozy & Colorful in Bushwick,https://www.airbnb.com/rooms/53798235,Brooklyn,Bushwick,Private room,Private room in townhouse,Individual,short_stay,113.67,188.26,51.7,0.2746,60.7,Medium,-74.59,-0.3962,Below fair value (review price)
54036658,Cozy Stay by Broadway-Heart of Midtown,https://www.airbnb.com/rooms/54036658,Manhattan,Midtown,Entire home/apt,Entire rental unit,Mid-Multi,short_stay,339.0,488.7,130.81,0.2677,84.3,High,-149.7,-0.3063,Below fair value (review price)
54291034,Midtown Empire Studio for Families In NYC #87,https://www.airbnb.com/rooms/54291034,Manhattan,Midtown,Entire home/apt,Entire rental unit,Small-Multi,short_stay,400.0,431.62,115.1,0.2667,86.3,High,-31.62,-0.0733,Below fair value (review price)
54291188,Comfy Family Studio NYC Empire #3,https://www.airbnb.com/rooms/54291188,Manhattan,Midtown,Entire home/apt,Entire rental unit,Small-Multi,short_stay,400.0,466.24,124.33,0.2667,86.3,High,-66.24,-0.1421,Below fair value (review price)
54291234,Clean / Comfy Family Studio With 3 Double Beds # 5,https://www.airbnb.com/rooms/54291234,Manhattan,Midtown,Entire home/apt,Entire rental unit,Small-Multi,short_stay,569.0,552.45,147.32,0.2667,86.3,High,16.55,0.03,Above fair value (review price)
550026488081973881,Private room with Shared bath on Union Square 4,https://www.airbnb.com/rooms/550026488081973881,Manhattan,Gramercy,Entire home/apt,Entire rental unit,Enterprise,short_stay,267.0,267.8,75.3,0.2812,41.8,Low,-0.8,-0.003,Below fair value (review price)
54316848,Private Room & Shared Bathroom in Spacious apt.,https://www.airbnb.com/rooms/54316848,Brooklyn,Bushwick,Private room,Private room in rental unit,Individual,short_stay,222.75,238.9,64.94,0.2718,71.0,Medium,-16.15,-0.0676,Below fair value (review price)
54326605,Private room in Sunset Park,https://www.airbnb.com/rooms/54326605,Brooklyn,Sunset Park,Private room,Private room in home,Individual,short_stay,71.0,196.25,54.33,0.2768,51.2,Low,-125.25,-0.6382,Below fair value (review price)
54344557,Full Bed & En-suite Bathroom | WFH Space & Mirror,https://www.airbnb.com/rooms/54344557,Brooklyn,Sunset Park,Private room,Private room in rental unit,Small-Multi,short_stay,237.5,173.6,48.08,0.277,50.8,Low,63.9,0.3681,Above fair value (review price)
54352197,"Homey Room + Private Bathroom in Ridgewood, Queens",https://www.airbnb.com/rooms/54352197,Queens,Glendale,Private room,Private room in home,Individual,short_stay,135.5,181.44,53.94,0.2973,25.3,Low,-45.94,-0.2532,Below fair value (review price)
53815424,Cozy NYC private suite,https://www.airbnb.com/rooms/53815424,Staten Island,Arrochar,Entire home/apt,Entire guest suite,Small-Multi,short_stay,355.5,253.52,82.85,0.3268,19.4,Low,101.98,0.4023,Above fair value (review price)
551494862092193850,Keyless DitmarsFeeling! Near to Laguardia AirPort!,https://www.airbnb.com/rooms/551494862092193850,Queens,Ditmars Steinway,Private room,Private room in casa particular,Small-Multi,short_stay,193.0,252.58,81.69,0.3234,19.5,Low,-59.58,-0.2359,Below fair value (review price)
564682824371493121,Tonel Paradise,https://www.airbnb.com/rooms/564682824371493121,Queens,Rosedale,Entire home/apt,Entire guest suite,Individual,short_stay,594.5,575.27,164.79,0.2864,33.0,Low,19.23,0.0334,Above fair value (review price)
54357934,Shered bathroom 4 SofaBed + loftbed + kitchen,https://www.airbnb.com/rooms/54357934,Manhattan,Chelsea,Entire home/apt,Entire rental unit,Enterprise,short_stay,232.0,327.89,89.62,0.2733,64.9,Medium,-95.89,-0.2924,Below fair value (review price)
54376286,Sunny Room - Steps from transit! Tv & Coffee,https://www.airbnb.com/rooms/54376286,Queens,Ridgewood,Private room,Private room in rental unit,Individual,short_stay,262.5,206.78,58.55,0.2831,37.7,Low,55.72,0.2695,Above fair value (review price)
552782382741181875,Clean and Cozy 1 Bedroom in Queens,https://www.airbnb.com/rooms/552782382741181875,Queens,East Elmhurst,Private room,Private room in rental unit,Individual,short_stay,141.0,173.21,47.96,0.2769,51.1,Low,-32.21,-0.186,Below fair value (review price)
501404598925361958,Renovated private suite / w private parking.,https://www.airbnb.com/rooms/501404598925361958,Bronx,Wakefield,Private room,Private room in home,Individual,short_stay,178.78,186.98,55.59,0.2973,25.3,Low,-8.2,-0.0438,Below fair value (review price)
565112303079121006,Sunny Bedroom in Far Rockaway Arverne ~ NYC JFK,https://www.airbnb.com/rooms/565112303079121006,Queens,Arverne,Private room,Private room in rental unit,Individual,short_stay,136.5,202.88,59.58,0.2937,26.8,Low,-66.38,-0.3272,Below fair value (review price)
513695012431520567,Noble House #1,https://www.airbnb.com/rooms/513695012431520567,Brooklyn,Greenpoint,Private room,Private room in townhouse,Small-Multi,short_stay,223.33,345.41,96.75,0.2801,43.8,Low,-122.08,-0.3534,Below fair value (review price)
554175570283178317,Stay with Jasber in her modern and clean apartment,https://www.airbnb.com/rooms/554175570283178317,Queens,Briarwood,Private room,Private room in home,Individual,short_stay,191.5,204.24,68.01,0.333,18.9,Low,-12.74,-0.0624,Below fair value (review price)
554590833584755715,Shared Bright 3 bedroom duplex in Brooklyn,https://www.airbnb.com/rooms/554590833584755715,Brooklyn,Crown Heights,Shared room,Shared room in townhouse,Individual,short_stay,376.67,529.94,169.01,0.3189,20.2,Low,-153.27,-0.2892,Below fair value (review price)
522425855620716170,Private NYC castle on the hill with amazing views.,https://www.airbnb.com/rooms/522425855620716170,Staten Island,Tompkinsville,Private room,Private room in villa,Individual,short_stay,1076.0,1065.07,390.58,0.3667,17.7,Low,10.93,0.0103,Above fair value (review price)
529157103042604647,Medical Professional Housing II,https://www.airbnb.com/rooms/529157103042604647,Brooklyn,East Flatbush,Private room,Private room in home,Mid-Multi,short_stay,382.0,166.67,45.66,0.274,63.0,Medium,215.33,1.292,Above fair value (review price)
539084025529334382,lovely space   with all services in Brooklyn.,https://www.airbnb.com/rooms/539084025529334382,Brooklyn,Cypress Hills,Entire home/apt,Entire home,Small-Multi,short_stay,297.0,251.44,71.63,0.2849,34.7,Low,45.56,0.1812,Above fair value (review price)
539865017663194156,Cozy  place with all services in Brooklyn Train j,https://www.airbnb.com/rooms/539865017663194156,Brooklyn,Cypress Hills,Private room,Private room in townhouse,Small-Multi,short_stay,262.5,233.48,66.22,0.2836,36.8,Low,29.02,0.1243,Above fair value (review price)
566029911248687183,"Two-bedroom apartment, 1fl. Near JFK, LGA, NYC.",https://www.airbnb.com/rooms/566029911248687183,Queens,Rosedale,Private room,Private room in rental unit,Small-Multi,short_stay,248.0,161.55,45.23,0.28,44.1,Low,86.45,0.5351,Above fair value (review price)
555005271135605811,Private Cozy Room in Perfect Bed-Stuy location.,https://www.airbnb.com/rooms/555005271135605811,Brooklyn,Bedford-Stuyvesant,Private room,Private room in rental unit,Mid-Multi,short_stay,186.0,198.21,53.35,0.2692,78.6,High,-12.21,-0.0616,Below fair value (review price)
566115227830033854,2 Double-Beds with Balcony Views in Boutique Hotel,https://www.airbnb.com/rooms/566115227830033854,Queens,Long Island City,Private room,Room in boutique hotel,Mid-Multi,short_stay,350.0,372.7,106.0,0.2844,35.7,Low,-22.7,-0.0609,Below fair value (review price)
566119623093680636,Premier Manhattan View King Suite - Boutique Hotel,https://www.airbnb.com/rooms/566119623093680636,Queens,Long Island City,Private room,Room in boutique hotel,Mid-Multi,short_stay,280.0,326.9,92.97,0.2844,35.7,Low,-46.9,-0.1435,Below fair value (review price)
544401457419857074,Imperial Midtown Studios 728,https://www.airbnb.com/rooms/544401457419857074,Manhattan,Midtown,Entire home/apt,Entire rental unit,Small-Multi,short_stay,308.12,406.71,108.46,0.2667,86.3,High,-98.59,-0.2424,Below fair value (review price)
545090914375173479,Beautiful Crown Heights apt,https://www.airbnb.com/rooms/545090914375173479,Brooklyn,Crown Heights,Entire home/apt,Entire rental unit,Small-Multi,short_stay,300.0,344.96,93.26,0.2704,75.9,High,-44.96,-0.1303,Below fair value (review price)
545163157468611464,Luxurious Apartment near LaGuardia & JFK Airport,https://www.airbnb.com/rooms/545163157468611464,Queens,Corona,Private room,Private room in rental unit,Individual,short_stay,409.68,176.4,53.43,0.3029,23.3,Low,233.28,1.3224,Above fair value (review price)
555681857754079373,Lovely 3 bed condo in Bushwick/Ridgewood area,https://www.airbnb.com/rooms/555681857754079373,Queens,Ridgewood,Entire home/apt,Entire condo,Individual,short_stay,598.0,656.66,192.27,0.2928,27.3,Low,-58.66,-0.0893,Below fair value (review price)
557031472849294373,Private Comfy Room in Trendy Bed-Stuy!,https://www.airbnb.com/rooms/557031472849294373,Brooklyn,Bedford-Stuyvesant,Private room,Private room in rental unit,Mid-Multi,short_stay,127.93,185.23,49.86,0.2692,78.6,High,-57.3,-0.3094,Below fair value (review price)
557509075015430163,Modern Room near LaGuardia Airport,https://www.airbnb.com/rooms/557509075015430163,Queens,East Elmhurst,Private room,Private room in home,Individual,short_stay,104.5,130.83,36.26,0.2772,50.2,Low,-26.33,-0.2013,Below fair value (review price)
559485519806458663,Private Spacious Queen Room in the ❤️ of Bed-Stuy,https://www.airbnb.com/rooms/559485519806458663,Brooklyn,Bedford-Stuyvesant,Private room,Private room in rental unit,Mid-Multi,short_stay,140.82,171.18,46.08,0.2692,78.6,High,-30.36,-0.1773,Below fair value (review price)
559592743617283842,Modern Bed-Stuy Luxury — A Convenient Urban Oasis,https://www.airbnb.com/rooms/559592743617283842,Brooklyn,Crown Heights,Entire home/apt,Entire guest suite,Individual,short_stay,386.86,773.91,214.35,0.277,50.8,Low,-387.05,-0.5001,Below fair value (review price)
548559882209685166,"A comfortable bedroom in Bensonhurst, Brooklyn",https://www.airbnb.com/rooms/548559882209685166,Brooklyn,Borough Park,Private room,Private room in rental unit,Individual,short_stay,234.0,167.82,50.83,0.3029,23.3,Low,66.18,0.3944,Above fair value (review price)
570034665527308088,The Blue Empire,https://www.airbnb.com/rooms/570034665527308088,Manhattan,Midtown,Entire home/apt,Entire loft,Small-Multi,short_stay,329.0,423.39,118.61,0.2801,43.7,Low,-94.39,-0.2229,Below fair value (review price)
560997011642218304,Private cozy room in private house,https://www.airbnb.com/rooms/560997011642218304,Queens,Fresh Meadows,Private room,Private room in home,Individual,short_stay,146.07,262.98,77.2,0.2936,26.9,Low,-116.91,-0.4446,Below fair value (review price)
561056459074470843,"Private floor: bedroom, bath, kitchen, living",https://www.airbnb.com/rooms/561056459074470843,Queens,Astoria,Private room,Private room in home,Individual,short_stay,262.5,186.91,51.34,0.2747,60.4,Medium,75.59,0.4045,Above fair value (review price)
578099444956394228,AKA Times Square - Studio Suite - Accessible,https://www.airbnb.com/rooms/578099444956394228,Manhattan,Theater District,Entire home/apt,Entire serviced apartment,Mid-Multi,short_stay,555.0,644.89,185.33,0.2874,32.4,Low,-89.89,-0.1394,Below fair value (review price)
578100862597124078,"AKA Times Square - 1bedroom suite, Accessible",https://www.airbnb.com/rooms/578100862597124078,Manhattan,Theater District,Entire home/apt,Entire serviced apartment,Mid-Multi,short_stay,575.0,661.95,190.24,0.2874,32.4,Low,-86.95,-0.1314,Below fair value (review price)
562228465268570725,Exclusive  Studio 1103 | Private Bathroom,https://www.airbnb.com/rooms/562228465268570725,Manhattan,Midtown,Entire home/apt,Entire rental unit,Enterprise,short_stay,313.23,342.46,91.99,0.2686,80.9,High,-29.23,-0.0853,Below fair value (review price)
578327925011346119,Modern 2 Bedroom in E. Flatbush Brooklyn,https://www.airbnb.com/rooms/578327925011346119,Brooklyn,East Flatbush,Private room,Private room in home,Small-Multi,short_stay,471.0,228.9,62.43,0.2728,65.7,Medium,242.1,1.0576,Above fair value (review price)
579543533372210260,Bright and Airy Apartment in Trendy Greenpoint,https://www.airbnb.com/rooms/579543533372210260,Brooklyn,Greenpoint,Private room,Private room in condo,Individual,short_stay,359.5,384.77,108.74,0.2826,39.2,Low,-25.27,-0.0657,Below fair value (review price)
