segment,n_listings,R2_log,R2_price,MAE_USD,RMSE_USD,Median_APE,Median_prediction_uncertainty_pct
short_stay,4008,0.6049466091264513,0.41906165374503646,124.07508083086002,275.3509739147186,0.2509714601860634,0.27648265574001246
monthly,5744,0.7057650591631788,0.4885421477993961,47.426725268733264,107.27997654640326,0.21074227331868828,0.22759150064733433
